Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
2130,NEKOR136167302,Business Owner/Personal Business,105816,8972650,Occupational Loans,42625,4736,9,42624,1,9,"[105816.0,8972650.0,4736.0,42624.0,1.0,9.0]","[2.446590933771417,3.6089019338464876,1.043832993918978,2.093266870315302,0.3153546993593705,0.8554832753021482]",1
2140,NEKOR287487335,Retired,24794,8531562,Vehicle loan,9635,802,3,2406,8,12,"[24794.0,8531562.0,802.0,2406.0,8.0,12.0]","[0.5732665722757289,3.4314913209064444,0.17676394871685397,0.11815878589476858,2.522837594874964,1.1406443670695308]",1
2141,NEKOR267027935,Retired,10764,7518892,Personal loan,9488,1054,5,5270,2,9,"[10764.0,7518892.0,1054.0,5270.0,2.0,9.0]","[0.24887639686924035,3.024183923276054,0.23230573808923202,0.25880997575454295,0.630709398718741,0.8554832753021482]",1
2143,NEKOR970792576,Lawyer/Accountant,137605,8562523,Vehicle loan,111038,4626,12,55512,0,24,"[137605.0,8562523.0,4626.0,55512.0,0.0,24.0]","[3.1815901701218707,3.4439441874256804,1.0195885620500829,2.7261972246842863,0.0,2.2812887341390615]",1
2162,NEKOR691351594,Retired,13734,9996085,Occupational Loans,5132,285,18,5130,4,18,"[13734.0,9996085.0,285.0,5130.0,4.0,18.0]","[0.3175463057043986,4.020539136976687,0.06281511893304662,0.25193456842899536,1.261418797437482,1.7109665506042964]",1
2174,NEKOR243336124,Politician/Family Member or Close Asscociates,15313,6485816,Occupational Loans,13384,1115,8,8920,9,12,"[15313.0,6485816.0,1115.0,8920.0,9.0,12.0]","[0.3540546511760198,2.608669000236551,0.2457503775801648,0.4380616667420348,2.8381922942343345,1.1406443670695308]",1
2177,NEKOR150953947,Lawyer/Accountant,41257,8239703,Occupational Loans,36370,6061,5,30305,8,6,"[41257.0,8239703.0,6061.0,30305.0,8.0,6.0]","[0.9539105820916247,3.314102309910752,1.3358681959761245,1.4882801357194355,2.522837594874964,0.5703221835347654]",1
2181,NEKOR702596536,Business Owner/Personal Business,46459,8423741,Personal loan,36701,3058,12,36696,0,12,"[46459.0,8423741.0,3058.0,36696.0,0.0,12.0]","[1.0741869678695686,3.388124487762472,0.6739952059552861,1.802142480130685,0.0,1.1406443670695308]",1
2193,NEKOR828429708,Lawyer/Accountant,8534,6615640,Vehicle loan,4646,387,4,1548,3,12,"[8534.0,6615640.0,387.0,1548.0,3.0,12.0]","[0.19731616228930668,2.6608856903626217,0.08529631939329486,0.07602236099962667,0.9460640980781114,1.1406443670695308]",1
2233,NEKOR709299856,Retired,31818,8947485,Personal loan,6954,386,15,5790,9,18,"[31818.0,8947485.0,386.0,5790.0,9.0,18.0]","[0.7356697506118068,3.59878028448256,0.085075915467214,0.2843472029637199,2.8381922942343345,1.7109665506042964]",1
2235,NEKOR545493586,Retired,5678,8669721,Personal loan,3813,635,4,2540,9,6,"[5678.0,8669721.0,635.0,2540.0,9.0,6.0]","[0.13128206813671,3.4870604428802534,0.13995649306134947,0.12473953290636416,2.8381922942343345,0.5703221835347654]",1
2238,NEKOR898509675,Lawyer/Accountant,32142,7609319,Personal loan,5181,863,6,5178,4,6,"[32142.0,7609319.0,863.0,5178.0,4.0,6.0]","[0.7431610133938241,3.0605546916858257,0.19020858820778674,0.2542918509406117,1.261418797437482,0.5703221835347654]",1
2240,NEKOR401772349,Business Owner/Personal Business,336168,6292245,Vehicle loan,97407,32469,3,97407,2,3,"[336168.0,6292245.0,32469.0,97407.0,2.0,3.0]","[7.772601317608583,2.530812541304508,7.1562950759196156,4.783662866854415,0.630709398718741,0.2851610917673827]",1
2247,NEKOR066337974,Lawyer/Accountant,93524,9097819,Occupational Loans,71754,7972,6,47832,5,9,"[93524.0,9097819.0,7972.0,47832.0,5.0,9.0]","[2.1623853716832806,3.659246330001206,1.7570600987166582,2.3490320228256736,1.5767734967968525,0.8554832753021482]",1
2255,NEKOR340757398,Retired,30008,7182633,Personal loan,27338,4556,6,27336,10,6,"[30008.0,7182633.0,4556.0,27336.0,10.0,6.0]","[0.6938204122307845,2.8889367270326605,1.0041602872244222,1.3424723903655003,3.153546993593705,0.5703221835347654]",1
2292,NEKOR889635220,Politician/Family Member or Close Asscociates,5815,9115954,Vehicle loan,5632,1877,3,5631,1,3,"[5815.0,9115954.0,1877.0,5631.0,1.0,3.0]","[0.13444966999206917,3.666540433367581,0.41369816925378416,0.2765387046439908,0.3153546993593705,0.2851610917673827]",1
2296,NEKOR682654703,Politician/Family Member or Close Asscociates,12822,8009219,Occupational Loans,3813,158,16,2528,8,24,"[12822.0,8009219.0,158.0,2528.0,8.0,24.0]","[0.29645978824390556,3.22139902232897,0.034823820320776716,0.12415021227846008,2.522837594874964,2.2812887341390615]",1
2304,NEKOR523634126,Politician/Family Member or Close Asscociates,20678,7698850,Occupational Loans,16558,689,19,13091,8,24,"[20678.0,7698850.0,689.0,13091.0,8.0,24.0]","[0.47809978952639837,3.0965650786996073,0.15185830506971618,0.6428996949910288,2.522837594874964,2.2812887341390615]",1
2306,NEKOR450426662,Business Owner/Personal Business,43953,9843397,Vehicle loan,40900,3408,7,23856,10,12,"[43953.0,9843397.0,3408.0,23856.0,10.0,12.0]","[1.0162452872160648,3.959126285870809,0.751136580083589,1.1715694082733163,3.153546993593705,1.1406443670695308]",1
2321,NEKOR962321850,Business Owner/Personal Business,315206,8974406,Occupational Loans,281414,15634,16,250144,6,18,"[315206.0,8974406.0,15634.0,250144.0,6.0,18.0]","[7.287935112557206,3.6096082170288066,3.445794980348248,12.284584928869904,1.8921281961562229,1.7109665506042964]",1
2327,NEKOR856954478,Business Owner/Personal Business,17029,6609041,Occupational Loans,5842,649,8,5192,0,9,"[17029.0,6609041.0,649.0,5192.0,0.0,9.0]","[0.3937305985030002,2.6582314974696133,0.14304214802648157,0.25497939167316647,0.0,0.8554832753021482]",1
2333,NEKOR059819983,Business Owner/Personal Business,117652,7169197,Vehicle loan,98405,4100,24,98400,9,24,"[117652.0,7169197.0,4100.0,98400.0,9.0,24.0]","[2.7202532371293073,2.8835326149383333,0.9036560969315477,4.832429148813478,2.8381922942343345,2.2812887341390615]",1
2341,NEKOR625893472,Politician/Family Member or Close Asscociates,13058,7322112,Occupational Loans,3008,501,6,3006,2,6,"[13058.0,7322112.0,501.0,3006.0,2.0,6.0]","[0.30191638706043666,2.945036768027347,0.11042236696651352,0.1476248172899727,0.630709398718741,0.5703221835347654]",1
2342,NEKOR103034784,Lawyer/Accountant,79588,8340935,Personal loan,65178,7242,4,28968,5,9,"[79588.0,8340935.0,7242.0,28968.0,5.0,9.0]","[1.8401685873308342,3.3548189722755097,1.5961652326776266,1.4226199957604555,1.5767734967968525,0.8554832753021482]",1
2355,NEKOR216693887,Politician/Family Member or Close Asscociates,21628,8008114,Occupational Loans,20899,3483,5,17415,4,6,"[21628.0,8008114.0,3483.0,17415.0,4.0,6.0]","[0.5000649118810786,3.2209545787546747,0.7676668745396539,0.8552515612458,1.261418797437482,0.5703221835347654]",1
2358,NEKOR214601966,Retired,13997,9595427,Vehicle loan,9246,385,5,1925,6,24,"[13997.0,9595427.0,385.0,1925.0,6.0,24.0]","[0.3236271764194312,3.859389930107917,0.08485551154113313,0.09453685072627993,1.8921281961562229,2.2812887341390615]",1
2431,NEKOR692438378,Lawyer/Accountant,48660,7359061,Personal loan,42739,1780,20,35600,10,24,"[48660.0,7359061.0,1780.0,35600.0,10.0,24.0]","[1.1250766881881489,2.9598980762867457,0.39231898842394025,1.7483178627821119,3.153546993593705,2.2812887341390615]",1
2443,NEKOR879833440,Retired,28623,9787510,Vehicle loan,3374,281,5,1405,8,12,"[28623.0,9787510.0,281.0,1405.0,8.0,12.0]","[0.6617975759558032,3.936647898507335,0.061933503228723145,0.06899962351710301,2.522837594874964,1.1406443670695308]",1
2476,NEKOR723411304,Retired,10876,9781044,Occupational Loans,9266,1544,6,9264,4,6,"[10876.0,9781044.0,1544.0,9264.0,4.0,6.0]","[0.25146596918895003,3.9340471997277935,0.340303661868856,0.45495552474195183,1.261418797437482,0.5703221835347654]",1
2488,NEKOR850241737,Politician/Family Member or Close Asscociates,25761,7428934,Vehicle loan,7694,1282,6,7692,3,6,"[25761.0,7428934.0,1282.0,7692.0,3.0,6.0]","[0.5956247547146507,2.988001792003246,0.2825578332356693,0.377754522486517,0.9460640980781114,0.5703221835347654]",1
2505,NEKOR847373996,Business Owner/Personal Business,363903,6898561,Vehicle loan,310213,103404,3,310212,3,3,"[363903.0,6898561.0,103404.0,310212.0,3.0,3.0]","[8.413867284458117,2.774679736048766,22.790647572465794,15.23452755194844,0.9460640980781114,0.2851610917673827]",1
2507,NEKOR349931521,Retired,4580,8580370,Vehicle loan,4457,495,6,2970,6,9,"[4580.0,8580370.0,495.0,2970.0,6.0,9.0]","[0.10589501093098483,3.451122453914773,0.10909994341002832,0.14585685540626048,1.8921281961562229,0.8554832753021482]",1
2513,NEKOR225906566,Business Owner/Personal Business,93724,8765099,Personal loan,81566,9062,8,72496,10,9,"[93724.0,8765099.0,9062.0,72496.0,10.0,9.0]","[2.1670096079684766,3.5254225598296953,1.9973003781448013,3.5602823533778647,3.153546993593705,0.8554832753021482]",1
2514,NEKOR385881275,Retired,23732,9926744,Occupational Loans,6257,2085,3,6255,4,3,"[23732.0,9926744.0,2085.0,6255.0,4.0,3.0]","[0.5487118776013389,3.9926493977140556,0.4595421858786041,0.3071833772950031,1.261418797437482,0.2851610917673827]",1
2553,NEKOR128505994,Lawyer/Accountant,38807,8161651,Occupational Loans,29657,2471,3,7413,2,12,"[38807.0,8161651.0,2471.0,7413.0,2.0,12.0]","[0.8972636875979756,3.2827089073217075,0.5446181013458181,0.36405281788774707,0.630709398718741,1.1406443670695308]",1
2555,NEKOR530422358,Retired,24372,6226200,Personal loan,22563,2507,4,10028,3,9,"[24372.0,6226200.0,2507.0,10028.0,3.0,9.0]","[0.5635094337139656,2.504248490748553,0.5525526426847293,0.49247560471851176,0.9460640980781114,0.8554832753021482]",1
2557,NEKOR800879352,Politician/Family Member or Close Asscociates,7382,8351096,Vehicle loan,5482,1827,3,5481,0,3,"[7382.0,8351096.0,1827.0,5481.0,0.0,3.0]","[0.1706805612865786,3.358905842102129,0.4026779729497409,0.2691721967951898,0.0,0.2851610917673827]",1
2582,NEKOR967808826,Lawyer/Accountant,5148,8222049,Personal loan,4210,175,19,3325,9,24,"[5148.0,8222049.0,175.0,3325.0,9.0,24.0]","[0.11902784198094103,3.3070016702178933,0.03857068706415143,0.16329092398175624,2.8381922942343345,2.2812887341390615]",1
2586,NEKOR850700821,Lawyer/Accountant,33307,9701633,Vehicle loan,10301,286,21,6006,0,36,"[33307.0,9701633.0,286.0,6006.0,0.0,36.0]","[0.7700971897550899,3.902107191874073,0.06303552285912747,0.2949549742659934,0.0,3.4219331012085927]",1
2588,NEKOR425452614,Lawyer/Accountant,52560,9439164,Occupational Loans,10076,419,9,3771,5,24,"[52560.0,9439164.0,419.0,3771.0,5.0,24.0]","[1.2152492957494678,3.796539173320496,0.09234924502788255,0.185194007318858,1.5767734967968525,2.2812887341390615]",1
2593,NEKOR725194007,Politician/Family Member or Close Asscociates,12806,7448753,Vehicle loan,5113,426,11,4686,9,12,"[12806.0,7448753.0,426.0,4686.0,9.0,12.0]","[0.2960898493410899,2.9959732193326194,0.09389207251044862,0.2301297051965443,2.8381922942343345,1.1406443670695308]",1
2599,NEKOR558655855,Retired,27971,9965444,Vehicle loan,18610,775,4,3100,2,24,"[27971.0,9965444.0,775.0,3100.0,2.0,24.0]","[0.6467225656660648,4.008214978098876,0.17081304271267062,0.1522411622085547,0.630709398718741,2.2812887341390615]",1
2634,NEKOR975657259,Retired,3778,9809138,Vehicle loan,3227,537,6,3222,10,6,"[3778.0,9809138.0,537.0,3222.0,10.0,6.0]","[0.0873518234273495,3.9453469262221383,0.11835690830542467,0.1582325885922462,3.153546993593705,0.5703221835347654]",1
2645,NEKOR657626836,Retired,11045,9006384,Personal loan,9426,523,13,6799,9,18,"[11045.0,9006384.0,523.0,6799.0,9.0,18.0]","[0.2553734488499405,3.622470132520946,0.11527125334029255,0.3338992457599882,2.8381922942343345,1.7109665506042964]",1
2656,NEKOR259460583,Lawyer/Accountant,92572,7801363,Vehicle loan,84824,7068,4,28272,3,12,"[92572.0,7801363.0,7068.0,28272.0,3.0,12.0]","[2.1403740069657484,3.1377969738414446,1.557814949539556,1.3884393993420188,0.9460640980781114,1.1406443670695308]",1
2674,NEKOR945313010,Lawyer/Accountant,40801,8937771,Personal loan,18104,1005,11,11055,7,18,"[40801.0,8937771.0,1005.0,11055.0,7.0,18.0]","[0.9433673233613782,3.5948732031425563,0.22150594571126964,0.5429116284566362,2.2074828955155934,1.7109665506042964]",1
2681,NEKOR505338371,Retired,12389,9314552,Personal loan,5818,323,10,3230,9,18,"[12389.0,9314552.0,323.0,3230.0,9.0,18.0]","[0.2864483166864566,3.7464188089041333,0.07119046812411949,0.15862546901084892,2.8381922942343345,1.7109665506042964]",1
2683,NEKOR847293220,Lawyer/Accountant,104958,9176848,Personal loan,13999,777,5,3885,8,18,"[104958.0,9176848.0,777.0,3885.0,8.0,18.0]","[2.426752960107927,3.6910326931079753,0.17125385056483233,0.19079255328394676,2.522837594874964,1.7109665506042964]",1
2692,NEKOR477231270,Politician/Family Member or Close Asscociates,16870,8612601,Personal loan,7153,298,22,6556,5,24,"[16870.0,8612601.0,298.0,6556.0,5.0,24.0]","[0.3900543306562695,3.464086128885914,0.06568036997209786,0.3219655030449305,1.5767734967968525,2.2812887341390615]",1
2703,NEKOR258699274,Business Owner/Personal Business,233488,7249081,Vehicle loan,113236,3145,29,91205,8,36,"[233488.0,7249081.0,3145.0,91205.0,8.0,36.0]","[5.3985184087890365,2.915662868774535,0.6931703475243214,4.479082322332655,2.522837594874964,3.4219331012085927]",1
2704,NEKOR359121195,Politician/Family Member or Close Asscociates,7850,8813436,Vehicle loan,3893,432,3,1296,4,9,"[7850.0,8813436.0,432.0,1296.0,4.0,9.0]","[0.18150127419393688,3.5448642512783017,0.0952144960669338,0.06364662781364093,1.261418797437482,0.8554832753021482]",1
2707,NEKOR385309516,Business Owner/Personal Business,54504,8454624,Vehicle loan,7775,2591,3,7773,1,3,"[54504.0,8454624.0,2591.0,7773.0,1.0,3.0]","[1.2601968724415715,3.4005459817941106,0.571066572475522,0.38173243672486956,0.3153546993593705,0.2851610917673827]",1
2722,NEKOR107120491,Politician/Family Member or Close Asscociates,14008,9528121,Occupational Loans,4147,115,10,1150,10,36,"[14008.0,9528121.0,115.0,1150.0,10.0,36.0]","[0.32388150941511695,3.832318691002472,0.02534645149929951,0.05647656017414126,3.153546993593705,3.4219331012085927]",1
2725,NEKOR029000109,Lawyer/Accountant,13409,8591598,Vehicle loan,7241,2413,3,7239,0,3,"[13409.0,8591598.0,2413.0,7239.0,0.0,3.0]","[0.3100319217409554,3.455638483283268,0.531834673633128,0.3555076687831379,0.0,0.2851610917673827]",1
2739,NEKOR075398874,Retired,33023,6514372,Occupational Loans,24148,2683,9,24147,7,9,"[33023.0,6514372.0,2683.0,24147.0,7.0,9.0]","[0.7635307742301118,2.620154548388203,0.5913437336749616,1.1858604334999903,2.2074828955155934,0.8554832753021482]",1
2742,NEKOR803002359,Lawyer/Accountant,13156,8460827,Occupational Loans,11365,1262,7,8834,6,9,"[13156.0,8460827.0,1262.0,8834.0,6.0,9.0]","[0.3041822628401826,3.403040898980856,0.278149754714052,0.43383820224205555,1.8921281961562229,0.8554832753021482]",1
2760,NEKOR471212050,Business Owner/Personal Business,16232,9561450,Vehicle loan,6940,1156,6,6936,7,6,"[16232.0,9561450.0,1156.0,6936.0,7.0,6.0]","[0.3753030169064947,3.8457239940682517,0.25478693854948026,0.3406273229285598,2.2074828955155934,0.5703221835347654]",1
2763,NEKOR832870093,Politician/Family Member or Close Asscociates,14921,8620597,Personal loan,3602,1200,3,3600,3,3,"[14921.0,8620597.0,1200.0,3600.0,3.0,3.0]","[0.34499114805703596,3.4673022110760177,0.2644847112970384,0.1767961883712248,0.9460640980781114,0.2851610917673827]",1
2765,NEKOR285877277,Business Owner/Personal Business,18756,7475142,Personal loan,14804,616,13,8008,5,24,"[18756.0,7475142.0,616.0,8008.0,5.0,24.0]","[0.4336608788256663,3.0065871754249973,0.135768818465813,0.3932732990213245,1.5767734967968525,2.2812887341390615]",1
2770,NEKOR754590281,Lawyer/Accountant,5834,8621306,Personal loan,3844,213,4,852,2,18,"[5834.0,8621306.0,213.0,852.0,2.0,18.0]","[0.13488897243916279,3.46758737894405,0.04694603625522431,0.04184176458118987,0.630709398718741,1.7109665506042964]",1
2771,NEKOR741138425,Politician/Family Member or Close Asscociates,28264,9456077,Vehicle loan,16815,934,18,16812,5,18,"[28264.0,9456077.0,934.0,16812.0,5.0,18.0]","[0.6534970718238767,3.80334177438118,0.2058572669595282,0.8256381996936198,1.5767734967968525,1.7109665506042964]",1
2773,NEKOR171909796,Business Owner/Personal Business,342894,8604971,Vehicle loan,181079,30179,3,90537,7,6,"[342894.0,8604971.0,30179.0,90537.0,7.0,6.0]","[7.928114383879719,3.4610172560606896,6.651570085194434,4.446276807379328,2.2074828955155934,0.5703221835347654]",1
2774,NEKOR013864950,Politician/Family Member or Close Asscociates,6541,7560055,Occupational Loans,5108,141,26,3666,5,36,"[6541.0,7560055.0,141.0,3666.0,5.0,36.0]","[0.15123564770733008,3.0407401502884666,0.031076953577402006,0.18003745182469727,1.5767734967968525,3.4219331012085927]",1
2777,NEKOR454952907,Business Owner/Personal Business,306512,9385726,Personal loan,223559,18629,12,223548,3,12,"[306512.0,9385726.0,18629.0,223548.0,3.0,12.0]","[7.0869195612397435,3.7750458016253012,4.105904738960439,10.978453977225156,0.9460640980781114,1.1406443670695308]",1
2789,NEKOR773109688,Business Owner/Personal Business,225166,7001412,Personal loan,84324,14054,5,70270,1,6,"[225166.0,7001412.0,14054.0,70270.0,1.0,6.0]","[5.206103936962037,2.816047578636858,3.097556777140481,3.4509633769016577,0.3153546993593705,0.5703221835347654]",1
2808,NEKOR051800973,Lawyer/Accountant,52492,7687230,Vehicle loan,38832,12944,3,38832,7,3,"[52492.0,7687230.0,12944.0,38832.0,7.0,3.0]","[1.2136770554125014,3.091891382470367,2.8529084191907206,1.9070415518976116,2.2074828955155934,0.2851610917673827]",1
2811,NEKOR822078622,Business Owner/Personal Business,45048,9588540,Personal loan,39563,1098,33,36234,6,36,"[45048.0,9588540.0,1098.0,36234.0,6.0,36.0]","[1.041562980877512,3.856619900337626,0.2420035108367901,1.7794536359563777,1.8921281961562229,3.4219331012085927]",1
2818,NEKOR538002861,Politician/Family Member or Close Asscociates,11159,9573710,Personal loan,10778,898,4,3592,6,12,"[11159.0,9573710.0,898.0,3592.0,6.0,12.0]","[0.25800926353250214,3.8506551055803424,0.19792272562061702,0.17640330795262207,1.8921281961562229,1.1406443670695308]",1
2822,NEKOR623859307,Lawyer/Accountant,149324,6327296,Vehicle loan,21873,1215,13,15795,8,18,"[149324.0,6327296.0,1215.0,15795.0,8.0,18.0]","[3.4525472952529213,2.5449104523657056,0.2677907701882513,0.7756932764787489,2.522837594874964,1.7109665506042964]",1
2836,NEKOR751276088,Business Owner/Personal Business,7157,7744130,Personal loan,5336,1778,3,5334,7,3,"[7157.0,7744130.0,1778.0,5334.0,7.0,3.0]","[0.16547829546573328,3.1147772099612268,0.3918781805717785,0.26195301910336477,2.2074828955155934,0.2851610917673827]",1
2846,NEKOR658651467,Retired,28472,9901126,Personal loan,6979,193,24,4632,0,36,"[28472.0,9901126.0,193.0,4632.0,0.0,36.0]","[0.6583062775604804,3.9823455465952353,0.042537957733607,0.22747776237097592,0.0,3.4219331012085927]",1
2849,NEKOR994398914,Business Owner/Personal Business,98442,9319603,Occupational Loans,28421,3157,7,22099,5,9,"[98442.0,9319603.0,3157.0,22099.0,5.0,9.0]","[2.2760953419362466,3.7484503785817487,0.6958151946372917,1.0852830463376937,1.5767734967968525,0.8554832753021482]",1
2865,NEKOR596573535,Business Owner/Personal Business,8259,6412269,Vehicle loan,8101,337,9,3033,8,24,"[8259.0,6412269.0,337.0,3033.0,8.0,24.0]","[0.19095783739716238,2.5790875599119416,0.0742761230892516,0.1489507887027569,2.522837594874964,2.2812887341390615]",1
2868,NEKOR631564179,Lawyer/Accountant,114171,9407225,Vehicle loan,78502,2180,18,39240,5,36,"[114171.0,9407225.0,2180.0,39240.0,5.0,36.0]","[2.6397684045854737,3.7836929440721554,0.4804805588562863,1.9270784532463503,1.5767734967968525,3.4219331012085927]",1
2869,NEKOR527225878,Lawyer/Accountant,8980,7320299,Personal loan,7689,640,7,4480,2,12,"[8980.0,7320299.0,640.0,4480.0,2.0,12.0]","[0.2076282092052934,2.944307558796399,0.1410585126917538,0.2200130344175242,0.630709398718741,1.1406443670695308]",1
2894,NEKOR477828996,Business Owner/Personal Business,49306,8921886,Vehicle loan,11916,3972,3,11916,5,3,"[49306.0,8921886.0,3972.0,11916.0,5.0,3.0]","[1.1400129713893314,3.5884840753799496,0.875444394393197,0.5851953835087541,1.5767734967968525,0.2851610917673827]",1
2900,NEKOR119395224,Retired,6383,7953220,Vehicle loan,3012,1004,3,3012,6,3,"[6383.0,7953220.0,1004.0,3012.0,6.0,3.0]","[0.14758250104202536,3.198875587290997,0.22128554178518875,0.14791947760392476,1.8921281961562229,0.2851610917673827]",1
2903,NEKOR804394464,Politician/Family Member or Close Asscociates,12033,6766139,Occupational Loans,7804,650,11,7150,1,12,"[12033.0,6766139.0,650.0,7150.0,1.0,12.0]","[0.278217176098808,2.721418100758877,0.14326255195256243,0.3511368741261826,0.3153546993593705,1.1406443670695308]",1
2904,NEKOR661413325,Politician/Family Member or Close Asscociates,7730,6677913,Vehicle loan,7506,312,3,936,6,24,"[7730.0,6677913.0,312.0,936.0,6.0,24.0]","[0.1787267324228194,2.685932599595281,0.06876602493722997,0.045967008976518446,1.8921281961562229,2.2812887341390615]",1
2907,NEKOR991869039,Politician/Family Member or Close Asscociates,5217,9695283,Vehicle loan,3004,125,10,1250,8,24,"[5217.0,9695283.0,125.0,1250.0,8.0,24.0]","[0.1206232034993336,3.8995531496145484,0.02755049076010816,0.06138756540667528,2.522837594874964,2.2812887341390615]",1
2908,NEKOR384801878,Retired,14355,8197255,Personal loan,9359,779,4,3116,0,12,"[14355.0,8197255.0,779.0,3116.0,0.0,12.0]","[0.33190455936993174,3.2970292412757427,0.17169465841699408,0.15302692304576013,0.0,1.1406443670695308]",1
2910,NEKOR150776082,Lawyer/Accountant,98436,8880290,Vehicle loan,98376,4099,16,65584,9,24,"[98436.0,8880290.0,4099.0,65584.0,9.0,24.0]","[2.275956614847691,3.571753690840234,0.9034356930054669,3.220833671705113,2.8381922942343345,2.2812887341390615]",1
2924,NEKOR840793128,Retired,27806,8245242,Personal loan,9139,1015,7,7105,1,9,"[27806.0,8245242.0,1015.0,7105.0,1.0,9.0]","[0.6429075707307782,3.3163301587415406,0.22370998497207828,0.3489269217715423,0.3153546993593705,0.8554832753021482]",1
2932,NEKOR393104657,Business Owner/Personal Business,15794,8897209,Personal loan,4759,198,4,792,5,24,"[15794.0,8897209.0,198.0,792.0,5.0,24.0]","[0.36517593944191584,3.5785587051691947,0.04363997736401133,0.038895161441669455,1.5767734967968525,2.2812887341390615]",1
2943,NEKOR369015415,Business Owner/Personal Business,127434,9903490,Personal loan,118643,3295,29,95555,1,36,"[127434.0,9903490.0,3295.0,95555.0,1.0,36.0]","[2.946424633838236,3.9832963742962617,0.7262309364364512,4.692711049947885,0.3153546993593705,3.4219331012085927]",1
2949,NEKOR921795362,Lawyer/Accountant,84838,6490835,Vehicle loan,24788,1032,6,6192,6,24,"[84838.0,6490835.0,1032.0,6192.0,6.0,24.0]","[1.9615547898172252,2.6106876991500245,0.227456851715453,0.3040894439985067,1.8921281961562229,2.2812887341390615]",1
2952,NEKOR674082394,Business Owner/Personal Business,192424,7452654,Occupational Loans,171672,9537,17,162129,9,18,"[192424.0,7452654.0,9537.0,162129.0,9.0,18.0]","[4.449070214712625,2.9975422459238645,2.1019922430332123,7.962163673455085,2.8381922942343345,1.7109665506042964]",1
2963,NEKOR470506699,Business Owner/Personal Business,18579,7134809,Vehicle loan,15302,1700,5,8500,3,9,"[18579.0,7134809.0,1700.0,8500.0,3.0,9.0]","[0.429568429713268,2.8697013700217133,0.374686674337471,0.4174354447653919,0.9460640980781114,0.8554832753021482]",1
2970,NEKOR290518950,Business Owner/Personal Business,39789,8371847,Personal loan,24546,2727,6,16362,7,9,"[39789.0,8371847.0,2727.0,16362.0,7.0,9.0]","[0.9199686877582872,3.3672521304371528,0.6010415064225196,0.8035386761472167,2.2074828955155934,0.8554832753021482]",1
2972,NEKOR485656837,Business Owner/Personal Business,244956,6516139,Occupational Loans,143444,11953,4,47812,2,12,"[244956.0,6516139.0,11953.0,47812.0,2.0,12.0]","[5.663672117382166,2.6208652558956964,2.6344881284445827,2.3480498217791665,0.630709398718741,1.1406443670695308]",1
2974,NEKOR486677908,Lawyer/Accountant,34120,6429920,Occupational Loans,11435,635,9,5715,6,18,"[34120.0,6429920.0,635.0,5715.0,6.0,18.0]","[0.788894710254411,2.586186992970662,0.13995649306134947,0.28066394903931935,1.8921281961562229,1.7109665506042964]",1
2976,NEKOR962528093,Politician/Family Member or Close Asscociates,8595,7637580,Vehicle loan,5903,655,8,5240,8,9,"[8595.0,7637580.0,655.0,5240.0,8.0,9.0]","[0.1987265543562914,3.071921587480539,0.14436457158296678,0.2573366741847828,2.522837594874964,0.8554832753021482]",1
2985,NEKOR098898065,Politician/Family Member or Close Asscociates,5593,6419990,Vehicle loan,4904,136,29,3944,1,36,"[5593.0,6419990.0,136.0,3944.0,1.0,36.0]","[0.1293167677155018,2.5821930339726964,0.02997493394699768,0.19369004637114184,0.3153546993593705,3.4219331012085927]",1
2987,NEKOR204544688,Business Owner/Personal Business,75188,7218603,Vehicle loan,64325,5360,12,64320,7,12,"[75188.0,7218603.0,5360.0,64320.0,7.0,12.0]","[1.7384353890565256,2.903404270351575,1.181365043793438,3.158758565565883,2.2074828955155934,1.1406443670695308]",1
3006,NEKOR813379525,Politician/Family Member or Close Asscociates,12015,8873189,Vehicle loan,10722,1787,6,10722,2,6,"[12015.0,8873189.0,1787.0,10722.0,2.0,6.0]","[0.27780099483314036,3.56889758783474,0.39386181590650626,0.5265579810322979,0.630709398718741,0.5703221835347654]",1
3017,NEKOR797659700,Politician/Family Member or Close Asscociates,13721,9754370,Occupational Loans,8216,1369,4,5476,8,6,"[13721.0,9754370.0,1369.0,5476.0,8.0,6.0]","[0.3172457303458609,3.9233186133922713,0.30173297480470457,0.2689266465335631,2.522837594874964,0.5703221835347654]",1
3027,NEKOR191691848,Retired,17764,8000090,Personal loan,5080,211,4,844,10,24,"[17764.0,8000090.0,211.0,844.0,10.0,24.0]","[0.4107246668510949,3.2177272346459462,0.04650522840306258,0.04144888416258715,3.153546993593705,2.2812887341390615]",1
3032,NEKOR513015385,Retired,23177,8089362,Vehicle loan,8989,374,9,3366,1,24,"[23177.0,8089362.0,374.0,3366.0,1.0,24.0]","[0.5358796219099204,3.2536334489124497,0.08243106835424362,0.1653044361270952,0.3153546993593705,2.2812887341390615]",1
3034,NEKOR386450697,Retired,30566,6597715,Vehicle loan,24275,2022,10,20220,6,12,"[30566.0,6597715.0,2022.0,20220.0,6.0,12.0]","[0.7067220314664808,2.653676051385932,0.44565673853550963,0.9930052580183794,1.8921281961562229,1.1406443670695308]",1
