Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
3756,NEKOR590361477,Employee,14471,191418,Personal loan,8297,460,16,7360,6,18,"[14471.0,191418.0,460.0,7360.0,6.0,18.0]","[0.3345866164153453,0.0769904978320816,0.10138580599719804,0.36144998511450405,1.8921281961562229,1.7109665506042964]",2
3760,NEKOR300979517,Agent/Insurance Broker,41860,131187,Occupational Loans,30266,2522,7,17654,7,12,"[41860.0,131187.0,2522.0,17654.0,7.0,12.0]","[0.9678526544914902,0.05276490423626456,0.5558587015759423,0.8669888637515563,2.2074828955155934,1.1406443670695308]",2
3761,NEKOR519392629,Agent/Insurance Broker,12090,253541,Occupational Loans,6726,560,5,2800,9,12,"[12090.0,253541.0,560.0,2800.0,9.0,12.0]","[0.27953508344008876,0.1019770753578232,0.12342619860528456,0.13750814651095264,2.8381922942343345,1.1406443670695308]",2
3764,NEKOR666541443,Employee,39700,62306,Personal loan,16864,1405,9,12645,4,12,"[39700.0,62306.0,1405.0,12645.0,4.0,12.0]","[0.9179109026113751,0.025060182208181448,0.30966751614361576,0.6209966116539272,1.261418797437482,1.1406443670695308]",2
3767,NEKOR361467704,Police/Military,26259,167978,Vehicle loan,9660,536,7,3752,6,18,"[26259.0,167978.0,536.0,3752.0,6.0,18.0]","[0.6071391030647884,0.06756266309770974,0.1181365043793438,0.1842609163246765,1.8921281961562229,1.7109665506042964]",2
3768,NEKOR142749054,Charity Officer,5714,33422,Personal loan,3656,304,8,2432,9,12,"[5714.0,33422.0,304.0,2432.0,9.0,12.0]","[0.13211443066804526,0.013442708724068955,0.06700279352858304,0.11943564725522743,2.8381922942343345,1.1406443670695308]",2
3770,NEKOR729814882,Agent/Insurance Broker,10096,383576,Vehicle loan,9033,3011,3,9033,1,3,"[10096.0,383576.0,3011.0,9033.0,1.0,3.0]","[0.23343144767668622,0.15427863208495823,0.6636362214294854,0.44361110265479825,0.3153546993593705,0.2851610917673827]",2
3771,NEKOR774027790,Docter/Nurse/Pharmacist,74288,508155,Occupational Loans,39891,13297,3,39891,6,3,"[74288.0,508155.0,13297.0,39891.0,6.0,3.0]","[1.7176263257731443,0.20438572352579917,2.930711005097266,1.9590490973101469,1.8921281961562229,0.2851610917673827]",2
3772,NEKOR807388375,Student,7571,176454,Vehicle loan,5901,655,8,5240,2,9,"[7571.0,176454.0,655.0,5240.0,2.0,9.0]","[0.1750504645760887,0.07097180674995103,0.14436457158296678,0.2573366741847828,0.630709398718741,0.8554832753021482]",2
3774,NEKOR808368009,Retired,30434,914638,Occupational Loans,19645,6548,3,19644,7,3,"[30434.0,914638.0,6548.0,19644.0,7.0,3.0]","[0.7036700355182516,0.367877811679881,1.443204907977506,0.9647178678789834,2.2074828955155934,0.2851610917673827]",2
3777,NEKOR276301089,Employee,24519,59755,Personal loan,4921,136,24,3264,7,36,"[24519.0,59755.0,136.0,3264.0,7.0,36.0]","[0.5669082473835846,0.02403414097919755,0.02997493394699768,0.1602952107899105,2.2074828955155934,3.4219331012085927]",2
3779,NEKOR903903824,Agent/Insurance Broker,4884,472711,Vehicle loan,4393,1464,3,4392,8,3,"[4884.0,472711.0,1464.0,4392.0,8.0,3.0]","[0.11292385008448251,0.19012974339247682,0.3226713477823868,0.21569134981289426,2.522837594874964,0.2851610917673827]",2
3780,NEKOR815649668,Student,16106,61336,Vehicle loan,7786,216,21,4536,5,36,"[16106.0,61336.0,216.0,4536.0,5.0,36.0]","[0.37238974804682135,0.024670037170112305,0.0476072480334669,0.22276319734774325,1.5767734967968525,3.4219331012085927]",2
3781,NEKOR640474694,Employee,14716,194774,Personal loan,13430,746,13,9698,10,18,"[14716.0,194774.0,746.0,9698.0,10.0,18.0]","[0.3402513058647102,0.07834031922152494,0.16442132885632552,0.4762692874511495,3.153546993593705,1.7109665506042964]",2
3787,NEKOR229678492,Charity Officer,8408,717333,Vehicle loan,8346,231,24,5544,4,36,"[8408.0,717333.0,231.0,5544.0,4.0,36.0]","[0.1944028934296333,0.28851949545696115,0.05091330692467989,0.2722661300916862,1.261418797437482,3.4219331012085927]",2
3788,NEKOR858075299,Student,22183,191027,Vehicle loan,8028,2676,3,8028,10,3,"[22183.0,191027.0,2676.0,8028.0,10.0,3.0]","[0.512897167572497,0.0768332331827156,0.5898009061923956,0.39425550006783133,3.153546993593705,0.2851610917673827]",2
3791,NEKOR559698528,Police/Military,3430,841463,Vehicle loan,3099,1033,3,3099,4,3,"[3430.0,841463.0,1033.0,3099.0,4.0,3.0]","[0.07930565229110872,0.33844599398842784,0.22767725564153385,0.15219205215622936,1.261418797437482,0.2851610917673827]",2
3792,NEKOR371968664,Student,20009,14752,Personal loan,9834,1639,6,9834,1,6,"[20009.0,14752.0,1639.0,9834.0,1.0,6.0]","[0.46263171915241824,0.005933422269686591,0.3612420348465382,0.48294825456739576,0.3153546993593705,0.5703221835347654]",2
3793,NEKOR971282455,Agent/Insurance Broker,36610,480825,Vehicle loan,17052,947,15,14205,1,18,"[36610.0,480825.0,947.0,14205.0,1.0,18.0]","[0.8464664520050993,0.19339328652535623,0.20872251799857944,0.6976082932814579,0.3153546993593705,1.7109665506042964]",2
3795,NEKOR946331507,Househusband/Housewife/Unemployed,6401,119785,Personal loan,5548,154,29,4466,6,36,"[6401.0,119785.0,154.0,4466.0,6.0,36.0]","[0.147998682307693,0.04817889008774459,0.03394220461645325,0.21932549368496942,1.8921281961562229,3.4219331012085927]",2
3798,NEKOR989272537,Tour Guide,61141,598233,Occupational Loans,48227,16075,3,48225,6,3,"[61141.0,598233.0,16075.0,48225.0,6.0,3.0]","[1.4136521535657955,0.2406161201641417,3.54299311174991,2.3683322733895324,1.8921281961562229,0.2851610917673827]",2
3800,NEKOR664064448,Agent/Insurance Broker,23023,418488,Occupational Loans,20191,2243,4,8972,10,9,"[23023.0,418488.0,2243.0,8972.0,10.0,9.0]","[0.5323189599703196,0.16832063576441172,0.49436600619938087,0.4406153894629525,3.153546993593705,0.8554832753021482]",2
3801,NEKOR352724219,Charity Officer,16964,433029,Personal loan,11878,659,4,2636,7,18,"[16964.0,433029.0,659.0,2636.0,7.0,18.0]","[0.3922277217103115,0.1741691914330338,0.14524618728729022,0.12945409792959683,2.2074828955155934,1.7109665506042964]",2
3804,NEKOR401697799,Charity Officer,15127,457642,Personal loan,11293,1254,9,11286,9,9,"[15127.0,457642.0,1254.0,11286.0,9.0,9.0]","[0.34975411143078766,0.1840688201155037,0.2763865233054051,0.5542560505437898,2.8381922942343345,0.8554832753021482]",2
3806,NEKOR690172747,Employee,28964,14214,Personal loan,4585,127,4,508,7,36,"[28964.0,14214.0,127.0,508.0,7.0,36.0]","[0.6696818988220622,0.005717032547541025,0.027991298612269892,0.024947906581272834,2.2074828955155934,3.4219331012085927]",2
3807,NEKOR878954194,Househusband/Housewife/Unemployed,9941,77330,Occupational Loans,5219,217,7,1519,2,24,"[9941.0,77330.0,217.0,1519.0,2.0,24.0]","[0.22984766455565944,0.03110300597307918,0.047827651959547766,0.0745981694821918,0.630709398718741,2.2812887341390615]",2
3810,NEKOR769811387,Student,21491,199918,Personal loan,14056,1171,10,11710,3,12,"[21491.0,199918.0,1171.0,11710.0,3.0,12.0]","[0.49689731002571946,0.08040929455742976,0.25809299744069325,0.575078712729734,0.9460640980781114,1.1406443670695308]",2
3812,NEKOR708305062,Charity Officer,12266,105387,Personal loan,3937,164,22,3608,9,24,"[12266.0,105387.0,164.0,3608.0,9.0,24.0]","[0.2836044113710611,0.04238785064638427,0.03614624387726191,0.17718906878982751,2.8381922942343345,2.2812887341390615]",2
3815,NEKOR688331658,Agent/Insurance Broker,6131,157578,Personal loan,5601,1867,3,5601,0,3,"[6131.0,157578.0,1867.0,5601.0,0.0,3.0]","[0.14175596332267862,0.0633796647514014,0.4114941299929755,0.2750654030742306,0.0,0.2851610917673827]",2
3818,NEKOR520799672,Student,33067,89062,Personal loan,8776,975,4,3900,0,9,"[33067.0,89062.0,975.0,3900.0,0.0,9.0]","[0.764548106212855,0.03582174987681854,0.21489382792884368,0.19152920406882687,0.0,0.8554832753021482]",2
3820,NEKOR814416033,Employee,36437,194090,Vehicle loan,24667,685,3,2055,0,36,"[36437.0,194090.0,685.0,2055.0,0.0,36.0]","[0.8424664876184049,0.07806520663797928,0.15097668936539274,0.10092115752857415,0.0,3.4219331012085927]",2
3821,NEKOR731095113,Charity Officer,4421,848697,Personal loan,3728,310,10,3100,2,12,"[4421.0,848697.0,310.0,3100.0,2.0,12.0]","[0.10221874308425413,0.34135559110738883,0.06832521708506824,0.1522411622085547,0.630709398718741,1.1406443670695308]",2
3825,NEKOR131270736,Police/Military,11133,1040167,Vehicle loan,3880,646,3,1938,8,6,"[11133.0,1040167.0,646.0,1938.0,8.0,6.0]","[0.2574081128154267,0.418367003931202,0.14238093624823897,0.09517528140650935,2.522837594874964,0.5703221835347654]",2
3829,NEKOR696163635,Househusband/Housewife/Unemployed,5309,176424,Occupational Loans,3068,511,3,1533,9,6,"[5309.0,176424.0,511.0,1533.0,9.0,6.0]","[0.12275035219052369,0.07095974040856745,0.11262640622732217,0.07528571021474656,2.8381922942343345,0.5703221835347654]",2
3831,NEKOR351461047,Househusband/Housewife/Unemployed,4158,87870,Personal loan,3636,151,21,3171,2,24,"[4158.0,87870.0,151.0,3171.0,2.0,24.0]","[0.0961378723692216,0.03534231391251089,0.03328099283821066,0.15572797592365384,0.630709398718741,2.2812887341390615]",2
3832,NEKOR822518742,Teacher/Instructor,28151,119765,Vehicle loan,7898,329,15,4935,9,24,"[28151.0,119765.0,329.0,4935.0,9.0,24.0]","[0.650884378322741,0.04817084586015554,0.07251289168060468,0.242358108225554,2.8381922942343345,2.2812887341390615]",2
3833,NEKOR556684831,Househusband/Housewife/Unemployed,4661,106581,Vehicle loan,3763,313,5,1565,7,12,"[4661.0,106581.0,313.0,1565.0,7.0,12.0]","[0.10776782662648915,0.04286809103345082,0.06898642886331084,0.07685723188915745,2.2074828955155934,1.1406443670695308]",2
3834,NEKOR829781694,Docter/Nurse/Pharmacist,30517,552220,Occupational Loans,7285,404,14,5656,1,18,"[30517.0,552220.0,404.0,5656.0,1.0,18.0]","[0.7055890935766079,0.22210916796138347,0.08904318613666957,0.2777664559521243,0.3153546993593705,1.7109665506042964]",2
3835,NEKOR730280868,Student,17749,54975,Vehicle loan,5630,469,11,5159,6,12,"[17749.0,54975.0,469.0,5159.0,6.0,12.0]","[0.4103778491297052,0.022111570585413524,0.10336944133192583,0.2533587599464302,1.8921281961562229,1.1406443670695308]",2
3837,NEKOR270542351,Househusband/Housewife/Unemployed,3504,142367,Vehicle loan,3468,144,3,432,5,24,"[3504.0,142367.0,144.0,432.0,5.0,24.0]","[0.0810166197166312,0.057261627458546016,0.0317381653556446,0.021215542604546975,1.5767734967968525,2.2812887341390615]",2
3838,NEKOR481815870,Other,3191,382705,Vehicle loan,3036,84,31,2604,3,36,"[3191.0,382705.0,84.0,2604.0,3.0,36.0]","[0.0737796899302997,0.1539283059734549,0.018513929790792687,0.12788257625518595,0.9460640980781114,3.4219331012085927]",2
3841,NEKOR297945792,Charity Officer,5163,420445,Personal loan,4296,179,8,1432,5,24,"[5163.0,420445.0,179.0,1432.0,5.0,24.0]","[0.11937465970233072,0.16910776343400072,0.03945230276847489,0.0703255949298872,1.5767734967968525,2.2812887341390615]",2
3842,NEKOR690816502,Street Vendor,14933,594709,Occupational Loans,8444,703,6,4218,2,12,"[14933.0,594709.0,703.0,4218.0,2.0,12.0]","[0.34526860223414774,0.23919872726295027,0.1549439600348483,0.20714620070828507,0.630709398718741,1.1406443670695308]",2
3844,NEKOR970867738,Employee,17954,123738,Occupational Loans,3858,643,5,3215,9,6,"[17954.0,123738.0,643.0,3215.0,9.0,6.0]","[0.41511769132203097,0.049768831670721214,0.1417197244699964,0.1578888182259688,2.8381922942343345,0.5703221835347654]",2
3847,NEKOR772408060,Employee,47939,75962,Personal loan,16746,930,5,4650,0,18,"[47939.0,75962.0,930.0,4650.0,0.0,18.0]","[1.108406316380018,0.03055278080598785,0.20497565125520473,0.22836174331283204,0.0,1.7109665506042964]",2
3848,NEKOR898883707,Student,26087,194653,Occupational Loans,11890,990,7,6930,8,12,"[26087.0,194653.0,990.0,6930.0,8.0,12.0]","[0.60316225985952,0.07829165164461116,0.21819988682005664,0.34033266261460776,2.522837594874964,1.1406443670695308]",2
3852,NEKOR480190746,Househusband/Housewife/Unemployed,6398,174165,Occupational Loans,6240,520,12,6240,5,12,"[6398.0,174165.0,520.0,6240.0,5.0,12.0]","[0.14792931876341506,0.07005114490238375,0.11461004156204996,0.306446726510123,1.5767734967968525,1.1406443670695308]",2
3854,NEKOR748741053,Househusband/Housewife/Unemployed,6536,49013,Personal loan,6196,344,6,2064,5,18,"[6536.0,49013.0,344.0,2064.0,5.0,18.0]","[0.1511200418002002,0.019713586341116383,0.07581895057181766,0.10136314799950222,1.5767734967968525,1.7109665506042964]",2
3856,NEKOR093535216,Teacher/Instructor,6102,80985,Vehicle loan,3763,1254,3,3762,7,3,"[6102.0,80985.0,1254.0,3762.0,7.0,3.0]","[0.1410854490613252,0.03257308856497889,0.2763865233054051,0.1847520168479299,2.2074828955155934,0.2851610917673827]",2
3857,NEKOR416879178,Police/Military,32099,715655,Vehicle loan,5314,1771,3,5313,4,3,"[32099.0,715655.0,1771.0,5313.0,4.0,3.0]","[0.742166802592507,0.2878445847622395,0.39033535308921247,0.2609217080045326,1.261418797437482,0.2851610917673827]",2
3858,NEKOR488338964,Agent/Insurance Broker,24499,313907,Personal loan,20842,578,32,18496,1,36,"[24499.0,313907.0,578.0,18496.0,1.0,36.0]","[0.5664458237550649,0.12625696748986637,0.12739346927474013,0.9083395278094928,0.3153546993593705,3.4219331012085927]",2
3859,NEKOR360580169,Teacher/Instructor,30211,1163862,Vehicle loan,10124,281,5,1405,9,36,"[30211.0,1163862.0,281.0,1405.0,9.0,36.0]","[0.6985140120602582,0.46811854051260676,0.061933503228723145,0.06899962351710301,2.8381922942343345,3.4219331012085927]",2
3862,NEKOR789078139,Charity Officer,16923,411125,Vehicle loan,10521,584,10,5840,9,18,"[16923.0,411125.0,584.0,5840.0,9.0,18.0]","[0.3912797532718464,0.16535915337750132,0.12871589283122534,0.2868027055799869,2.8381922942343345,1.7109665506042964]",2
3866,NEKOR617996726,Police/Military,21183,423688,Vehicle loan,20933,2325,9,20925,1,9,"[21183.0,423688.0,2325.0,20925.0,1.0,9.0]","[0.48977598614651785,0.1704121349375659,0.5124391281380118,1.0276278449077443,0.3153546993593705,0.8554832753021482]",2
3867,NEKOR811828455,Agent/Insurance Broker,31700,256643,Vehicle loan,30958,10319,3,30957,7,3,"[31700.0,256643.0,10319.0,30957.0,7.0,3.0]","[0.7329414512035414,0.10322473505688555,2.274348113228449,1.5202998898355573,2.2074828955155934,0.2851610917673827]",2
3870,NEKOR137448299,Employee,63784,149598,Personal loan,45441,5049,9,45441,6,9,"[63784.0,149598.0,5049.0,45441.0,6.0,9.0]","[1.4747614360746586,0.06017001794336867,1.112819422782289,2.231609887715785,1.8921281961562229,0.8554832753021482]",2
3871,NEKOR658856114,Teacher/Instructor,21459,304651,Vehicle loan,17776,740,22,16280,4,24,"[21459.0,304651.0,740.0,16280.0,4.0,24.0]","[0.4961574322200881,0.12253409896165195,0.1630989052998403,0.7995116518565388,1.261418797437482,2.2812887341390615]",2
3872,NEKOR206566739,Student,34443,53476,Personal loan,3174,352,6,2112,10,9,"[34443.0,53476.0,352.0,2112.0,10.0,9.0]","[0.7963628518550023,0.02150865572761389,0.07758218198046458,0.10372043051111855,3.153546993593705,0.8554832753021482]",2
3876,NEKOR371492594,Househusband/Housewife/Unemployed,4897,65708,Personal loan,4097,341,4,1364,8,12,"[4897.0,65708.0,341.0,1364.0,8.0,12.0]","[0.11322442544302025,0.026428505321079616,0.07515773879357507,0.06698611137176406,2.522837594874964,1.1406443670695308]",2
3881,NEKOR723472917,Teacher/Instructor,23715,258468,Personal loan,22746,2527,7,17689,5,9,"[23715.0,258468.0,2527.0,17689.0,5.0,9.0]","[0.5483188175170972,0.10395877082438677,0.5569607212063467,0.8687077155829432,1.5767734967968525,0.8554832753021482]",2
3882,NEKOR231277170,Student,7380,181002,Personal loan,5878,326,15,4890,7,18,"[7380.0,181002.0,326.0,4890.0,7.0,18.0]","[0.17063431892372666,0.07280106410370203,0.07185167990236209,0.2401481558709137,2.2074828955155934,1.7109665506042964]",2
3884,NEKOR170412495,Docter/Nurse/Pharmacist,35160,569562,Occupational Loans,4358,1452,3,4356,4,3,"[35160.0,569562.0,1452.0,4356.0,4.0,3.0]","[0.8129407389374295,0.22908431770385262,0.3200265006694164,0.213923387929182,1.261418797437482,0.2851610917673827]",2
3886,NEKOR260784598,Student,23421,35648,Personal loan,3365,186,7,1302,1,18,"[23421.0,35648.0,186.0,1302.0,1.0,18.0]","[0.5415211901778594,0.01433803125473072,0.04099513025104094,0.06394128812759298,0.3153546993593705,1.7109665506042964]",2
3889,NEKOR388122922,Charity Officer,7372,537777,Vehicle loan,4367,1455,3,4365,0,3,"[7372.0,537777.0,1455.0,4365.0,0.0,3.0]","[0.17044934947231882,0.21630002900794779,0.32068771244765903,0.21436537840011008,0.0,0.2851610917673827]",2
3890,NEKOR158670704,Employee,26601,21926,Personal loan,3801,105,4,420,9,36,"[26601.0,21926.0,105.0,420.0,9.0,36.0]","[0.6150465471124733,0.008818886705880435,0.023142412238490857,0.020626221976642895,2.8381922942343345,3.4219331012085927]",2
3891,NEKOR159801837,Employee,28688,79072,Personal loan,12468,1039,12,12468,8,12,"[28688.0,79072.0,1039.0,12468.0,8.0,12.0]","[0.6633004527484919,0.03180365819608583,0.22899967919801906,0.6123041323923419,2.522837594874964,1.1406443670695308]",2
3892,NEKOR961224687,Student,29516,161166,Occupational Loans,17030,1892,7,13244,0,9,"[29516.0,161166.0,1892.0,13244.0,0.0,9.0]","[0.6824447909692027,0.06482279918087779,0.41700422814499716,0.6504135329968059,0.0,0.8554832753021482]",2
3895,NEKOR628294767,Student,13973,76097,Personal loan,6039,1006,5,5030,0,6,"[13973.0,76097.0,1006.0,5030.0,0.0,6.0]","[0.32307226806520767,0.03060707934221397,0.2217263496373505,0.24702356319646132,0.0,0.5703221835347654]",2
3898,NEKOR377780074,Househusband/Housewife/Unemployed,5180,104432,Vehicle loan,3122,1040,3,3120,2,3,"[5180.0,104432.0,1040.0,3120.0,2.0,3.0]","[0.11976771978657237,0.04200373877900691,0.22922008312409992,0.1532233632550615,0.630709398718741,0.2851610917673827]",2
3899,NEKOR257885752,Charity Officer,4225,502867,Vehicle loan,3095,171,17,2907,7,18,"[4225.0,502867.0,171.0,2907.0,7.0,18.0]","[0.0976869915247622,0.20225882975125317,0.037689071359827964,0.14276292210976402,2.2074828955155934,1.7109665506042964]",2
3903,NEKOR948050047,Agent/Insurance Broker,20484,389625,Occupational Loans,12612,4204,3,12612,8,3,"[20484.0,389625.0,4204.0,12612.0,8.0,3.0]","[0.4736142803297584,0.15671160871926776,0.9265781052439577,0.6193759799271908,2.522837594874964,0.2851610917673827]",2
3909,NEKOR118694325,Student,17829,5414,Personal loan,6627,1104,5,5520,5,6,"[17829.0,5414.0,1104.0,5520.0,5.0,6.0]","[0.41222754364378356,0.00217757240835705,0.2433259343932753,0.271087488835878,1.5767734967968525,0.5703221835347654]",2
3912,NEKOR035387349,Househusband/Housewife/Unemployed,4580,161226,Occupational Loans,3156,87,34,2958,1,36,"[4580.0,161226.0,87.0,2958.0,1.0,36.0]","[0.10589501093098483,0.06484693186364494,0.01917514156903528,0.14526753477835638,0.3153546993593705,3.4219331012085927]",2
3916,NEKOR891272171,Street Vendor,24154,507348,Personal loan,22351,931,22,20482,2,24,"[24154.0,507348.0,931.0,20482.0,2.0,24.0]","[0.5584690161631021,0.20406113894258082,0.20519605518128559,1.0058720917276185,0.630709398718741,2.2812887341390615]",2
3919,NEKOR132736585,Student,3090,10201,Personal loan,3019,503,6,3018,1,6,"[3090.0,10201.0,503.0,3018.0,1.0,6.0]","[0.0714444506062758,0.004102958281797242,0.11086317481867525,0.1482141379178768,0.3153546993593705,0.5703221835347654]",2
3920,NEKOR945860906,Employee,5531,87572,Vehicle loan,4059,225,7,1575,10,18,"[5531.0,87572.0,225.0,1575.0,10.0,18.0]","[0.12788325446709106,0.035222454921433985,0.04959088336819469,0.07734833241241085,3.153546993593705,1.7109665506042964]",2
3921,NEKOR839856047,Househusband/Housewife/Unemployed,5260,14531,Vehicle loan,3868,1289,3,3867,5,3,"[5260.0,14531.0,1289.0,3867.0,5.0,3.0]","[0.1216174143006507,0.005844533554827539,0.28410066071823536,0.18990857234209063,1.5767734967968525,0.2851610917673827]",2
3929,NEKOR651544853,Agent/Insurance Broker,35722,64400,Vehicle loan,28757,9585,3,28755,2,3,"[35722.0,64400.0,9585.0,28755.0,2.0,3.0]","[0.8259348428988298,0.025902412836755453,2.112571631485094,1.4121595546151582,0.630709398718741,0.2851610917673827]",2
3930,NEKOR979134267,Househusband/Housewife/Unemployed,4173,109924,Vehicle loan,3780,210,11,2310,8,18,"[4173.0,109924.0,210.0,2310.0,8.0,18.0]","[0.0964846900906113,0.04421268367496128,0.04628482447698171,0.11344422087153591,2.522837594874964,1.7109665506042964]",2
3931,NEKOR379810607,Employee,3226,179562,Occupational Loans,3063,127,15,1905,6,24,"[3226.0,179562.0,127.0,1905.0,6.0,24.0]","[0.07458893128020896,0.0722218797172901,0.027991298612269892,0.09355464967977313,1.8921281961562229,2.2812887341390615]",2
3932,NEKOR948516194,Agent/Insurance Broker,23706,291243,Occupational Loans,8265,688,5,3440,7,12,"[23706.0,291243.0,688.0,3440.0,7.0,12.0]","[0.5481107268842634,0.11714124878594982,0.15163790114363532,0.16893857999917036,2.2074828955155934,1.1406443670695308]",2
3933,NEKOR854396445,Employee,25426,113041,Personal loan,4645,193,23,4439,7,24,"[25426.0,113041.0,193.0,4439.0,7.0,24.0]","[0.5878791589369476,0.04546637654471542,0.042537957733607,0.21799952227218525,2.2074828955155934,2.2812887341390615]",2
3934,NEKOR493680508,Employee,28232,158892,Personal loan,25286,8428,3,25284,1,3,"[28232.0,158892.0,8428.0,25284.0,1.0,3.0]","[0.6527571940182454,0.06390817050400228,1.8575642890095327,1.2416985629939021,0.3153546993593705,0.2851610917673827]",2
3937,NEKOR615367360,Househusband/Housewife/Unemployed,5254,29601,Personal loan,4986,1662,3,4986,9,3,"[5254.0,29601.0,1662.0,4986.0,9.0,3.0]","[0.12147868721209483,0.011905859043180096,0.36631132514639814,0.24486272089414635,2.8381922942343345,0.2851610917673827]",2
3939,NEKOR787721167,Agent/Insurance Broker,51963,124610,Personal loan,21334,1185,14,16590,7,18,"[51963.0,124610.0,1185.0,16590.0,7.0,18.0]","[1.2014459504381583,0.05011955999360399,0.2611786524058254,0.8147357680773943,2.2074828955155934,1.7109665506042964]",2
3942,NEKOR447181606,Househusband/Housewife/Unemployed,4232,185078,Personal loan,3271,272,7,1904,6,12,"[4232.0,185078.0,272.0,1904.0,6.0,12.0]","[0.09784883979474407,0.07444047768635133,0.05994986789399536,0.09350553962744779,1.8921281961562229,1.1406443670695308]",2
3944,NEKOR231783925,Docter/Nurse/Pharmacist,17079,100667,Vehicle loan,8349,695,6,4170,8,12,"[17079.0,100667.0,695.0,4170.0,8.0,12.0]","[0.39488665757429914,0.04048941293536741,0.15318072862620138,0.20478891819666872,2.522837594874964,1.1406443670695308]",2
3945,NEKOR422018196,Employee,16171,65503,Vehicle loan,4925,1641,3,4923,3,3,"[16171.0,65503.0,1641.0,4923.0,3.0,3.0]","[0.37389262483950997,0.02634605198829181,0.36168284269869994,0.24176878759764991,0.9460640980781114,0.2851610917673827]",2
3950,NEKOR353375534,Politician/Family Member or Close Asscociates,8351,101010,Personal loan,3297,137,16,2192,5,24,"[8351.0,101010.0,137.0,2192.0,5.0,24.0]","[0.19308498608835248,0.040627371438519695,0.030195337873078546,0.10764923469714577,1.5767734967968525,2.2812887341390615]",2
3952,NEKOR122739653,Judge/Attorney,115380,401438,Personal loan,43141,7190,5,35950,3,6,"[115380.0,401438.0,7190.0,35950.0,3.0,6.0]","[2.6677219129294825,0.16146293174474277,1.5847042285214215,1.765506381095981,0.9460640980781114,0.5703221835347654]",2
3958,NEKOR847832483,Other,18387,35186,Occupational Loans,17249,479,6,2874,7,36,"[18387.0,35186.0,479.0,2874.0,7.0,36.0]","[0.42512916287947994,0.014152209597423561,0.10557348059273448,0.1411422903830278,2.2074828955155934,3.4219331012085927]",2
3961,NEKOR680390022,Charity Officer,9420,232430,Personal loan,9072,1008,4,4032,3,9,"[9420.0,232430.0,1008.0,4032.0,3.0,9.0]","[0.21780152903272426,0.09348599092619674,0.2221671574895122,0.1980117309757718,0.9460640980781114,0.8554832753021482]",2
3962,NEKOR681056732,Employee,21332,121154,Personal loan,13364,556,14,7784,4,24,"[21332.0,121154.0,556.0,7784.0,4.0,24.0]","[0.49322104217898877,0.04872951746621537,0.12254458290096111,0.3822726473004483,1.261418797437482,2.2812887341390615]",2
3963,NEKOR081411561,Judge/Attorney,16140,946842,Personal loan,8397,349,24,8376,9,24,"[16140.0,946842.0,349.0,8376.0,9.0,24.0]","[0.37317586821530463,0.3808306269437765,0.076920970202222,0.4113457982770497,2.8381922942343345,2.2812887341390615]",2
3964,NEKOR577309755,Charity Officer,4824,86644,Occupational Loans,4117,457,5,2285,0,9,"[4824.0,86644.0,457.0,2285.0,0.0,9.0]","[0.11153657919892376,0.03484920276130186,0.10072459421895544,0.11221646956340241,0.0,0.8554832753021482]",2
3965,NEKOR803978961,Street Vendor,33403,696960,Personal loan,18883,6294,3,18882,2,3,"[33403.0,696960.0,6294.0,18882.0,2.0,3.0]","[0.7723168231719839,0.2803252430233708,1.3872223107529662,0.9272960080070741,0.630709398718741,0.2851610917673827]",2
3966,NEKOR213681266,Employee,47193,45258,Vehicle loan,22185,2465,3,7395,7,9,"[47193.0,45258.0,2465.0,7395.0,7.0,9.0]","[1.0911579150362374,0.018203282611271403,0.543295677789333,0.36316883694589097,2.2074828955155934,0.8554832753021482]",2
3968,NEKOR372091983,Docter/Nurse/Pharmacist,9580,643373,Personal loan,4894,1631,3,4893,3,3,"[9580.0,643373.0,1631.0,4893.0,3.0,3.0]","[0.22150091806088093,0.2587719418326377,0.3594788034378913,0.24029548602788972,0.9460640980781114,0.2851610917673827]",2
3969,NEKOR403378425,Employee,4228,46710,Personal loan,3401,377,5,1885,7,9,"[4228.0,46710.0,377.0,1885.0,7.0,9.0]","[0.09775635506904015,0.01878729353423676,0.08309228013248622,0.09257244863326632,2.2074828955155934,0.8554832753021482]",2
3970,NEKOR701982066,Charity Officer,25824,297388,Occupational Loans,3493,97,18,1746,10,36,"[25824.0,297388.0,97.0,1746.0,10.0,36.0]","[0.5970813891444874,0.11961283771268681,0.021379180829843934,0.08574615136004403,3.153546993593705,3.4219331012085927]",2
3971,NEKOR159761407,Househusband/Housewife/Unemployed,6564,68746,Vehicle loan,5924,329,17,5593,6,18,"[6564.0,68746.0,329.0,5593.0,6.0,18.0]","[0.15176743488012762,0.027650423491856993,0.07251289168060468,0.27467252265562786,1.8921281961562229,1.7109665506042964]",2
3972,NEKOR900365715,Employee,12328,122197,Vehicle loan,11399,474,22,10428,2,24,"[12328.0,122197.0,474.0,10428.0,2.0,24.0]","[0.28503792461947186,0.04914902393498457,0.10447146096233015,0.5121196256486479,0.630709398718741,2.2812887341390615]",2
