Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
3620,NEKOR125738351,Docter/Nurse/Pharmacist,14348,1943685,Occupational Loans,14032,1169,3,3507,10,12,"[14348.0,1943685.0,1169.0,3507.0,10.0,12.0]","[0.33174271109994985,0.7817722250715686,0.25765218958853153,0.17222895350496817,3.153546993593705,1.1406443670695308]",0
3624,NEKOR054280196,Street Vendor,3259,2454074,Personal loan,3174,264,6,1584,6,12,"[3259.0,2454074.0,264.0,1584.0,6.0,12.0]","[0.07535193026726628,0.9870564888190653,0.05818663648534844,0.07779032288333891,1.8921281961562229,1.1406443670695308]",0
3625,NEKOR631525898,Judge/Attorney,54074,3043745,Personal loan,18458,1025,13,13325,0,18,"[54074.0,3043745.0,1025.0,13325.0,0.0,18.0]","[1.2502547644284003,1.2242288751523327,0.22591402423288692,0.6543914472351585,0.0,1.7109665506042964]",0
3626,NEKOR939491884,Other,3991,1231848,Occupational Loans,3339,278,7,1946,8,12,"[3991.0,1231848.0,278.0,1946.0,8.0,12.0]","[0.09227663507108307,0.49546328335607964,0.061272291450480555,0.09556816182511207,2.522837594874964,1.1406443670695308]",0
3644,NEKOR156295702,Other,78983,2327379,Occupational Loans,70769,5897,5,29485,6,12,"[78983.0,2327379.0,5897.0,29485.0,6.0,12.0]","[1.8261802725681169,0.9360983180993023,1.2997219520988628,1.4480098928126566,1.8921281961562229,1.1406443670695308]",0
3646,NEKOR503100655,Politician/Family Member or Close Asscociates,15933,2833809,Personal loan,10953,456,12,5472,2,24,"[15933.0,2833809.0,456.0,5472.0,2.0,24.0]","[0.3683897836601269,1.1397902269955456,0.10050419029287458,0.2687302063242617,0.630709398718741,2.2812887341390615]",0
3647,NEKOR027131138,Judge/Attorney,24905,2842124,Personal loan,13682,380,16,6080,4,36,"[24905.0,2842124.0,380.0,6080.0,4.0,36.0]","[0.5758330234140125,1.1431346146156949,0.08375349191072881,0.29858911813806854,1.261418797437482,3.4219331012085927]",0
3648,NEKOR917358747,Judge/Attorney,6918,2723613,Occupational Loans,6613,1102,3,3306,0,6,"[6918.0,2723613.0,1102.0,3306.0,0.0,6.0]","[0.15995233310492427,1.095468141825373,0.24288512654111355,0.16235783298757478,0.0,0.5703221835347654]",0
3650,NEKOR970955457,Judge/Attorney,48033,2583733,Vehicle loan,4095,113,18,2034,2,36,"[48033.0,2583733.0,113.0,2034.0,2.0,36.0]","[1.11057970743406,1.0392068140675261,0.02490564364713778,0.09988984642974201,0.630709398718741,3.4219331012085927]",0
3655,NEKOR624201742,Teacher/Instructor,6053,2209964,Vehicle loan,4198,466,8,3728,6,9,"[6053.0,2209964.0,466.0,3728.0,6.0,9.0]","[0.13995251117145222,0.8888726689808607,0.10270822955368322,0.18308227506886834,1.8921281961562229,0.8554832753021482]",0
3661,NEKOR472506846,Docter/Nurse/Pharmacist,6112,1818024,Personal loan,3776,1258,3,3774,7,3,"[6112.0,1818024.0,1258.0,3774.0,7.0,3.0]","[0.141316660875585,0.7312299409181598,0.2772681390097285,0.185341337475834,2.2074828955155934,0.2851610917673827]",0
3668,NEKOR988170657,Police/Military,6744,1420038,Occupational Loans,3836,639,6,3834,2,6,"[6744.0,1420038.0,639.0,3834.0,2.0,6.0]","[0.15592924753680387,0.5711554428552879,0.14083810876567293,0.18828794061535442,0.630709398718741,0.5703221835347654]",0
3669,NEKOR614870966,Street Vendor,67545,3171727,Personal loan,14175,4725,3,14175,3,3,"[67545.0,3171727.0,4725.0,14175.0,3.0,3.0]","[1.5617201994177665,1.2757046919174513,1.0414085507320885,0.6961349917116977,0.9460640980781114,0.2851610917673827]",0
3670,NEKOR329173890,Lawyer/Accountant,24898,2284854,Vehicle loan,15608,433,8,3464,3,36,"[24898.0,2284854.0,433.0,3464.0,3.0,36.0]","[0.5756711751440307,0.9189942791880752,0.09543489999301467,0.17011722125497852,0.9460640980781114,3.4219331012085927]",0
3677,NEKOR048575519,Other,8270,2036424,Vehicle loan,7800,2600,3,7800,4,3,"[8270.0,2036424.0,2600.0,7800.0,4.0,3.0]","[0.19121217039284816,0.8190729061906349,0.5730502078102497,0.38305840813765374,1.261418797437482,0.2851610917673827]",0
3678,NEKOR216785067,Politician/Family Member or Close Asscociates,10315,2765030,Occupational Loans,4873,270,18,4860,5,18,"[10315.0,2765030.0,270.0,4860.0,5.0,18.0]","[0.23849498640897568,1.1121265305281667,0.05950906004183363,0.23867485430115348,1.5767734967968525,1.7109665506042964]",0
3688,NEKOR722388536,Other,11181,1408822,Occupational Loans,4265,1421,3,4263,8,3,"[11181.0,1408822.0,1421.0,4263.0,8.0,3.0]","[0.2585179295238737,0.5666442400233461,0.3131939789609096,0.20935615306292538,2.522837594874964,0.2851610917673827]",0
3690,NEKOR498038051,Judge/Attorney,6991,1687856,Vehicle loan,3999,666,6,3996,6,6,"[6991.0,1687856.0,666.0,3996.0,6.0,6.0]","[0.16164017934902072,0.6788748900775576,0.14678901476985629,0.19624376909205954,1.8921281961562229,0.5703221835347654]",0
3692,NEKOR617747870,Politician/Family Member or Close Asscociates,7886,1366324,Personal loan,6771,188,12,2256,5,36,"[7886.0,1366324.0,188.0,2256.0,5.0,36.0]","[0.18233363672527214,0.5495510608193642,0.041435938103202674,0.11079227804596754,1.5767734967968525,3.4219331012085927]",0
3697,NEKOR613411738,Teacher/Instructor,13848,2636553,Occupational Loans,4680,1560,3,4680,5,3,"[13848.0,2636553.0,1560.0,4680.0,5.0,3.0]","[0.32018212038696026,1.060451619130219,0.3438301246861499,0.22983504488259224,1.5767734967968525,0.2851610917673827]",0
3700,NEKOR705280693,Judge/Attorney,72395,2814564,Personal loan,20883,870,12,10440,5,24,"[72395.0,2814564.0,870.0,10440.0,5.0,24.0]","[1.6738579293337656,1.1320496689979778,0.1917514156903528,0.512708946276552,1.5767734967968525,2.2812887341390615]",0
3701,NEKOR995281546,Other,13276,1312306,Vehicle loan,10118,3372,3,10116,0,3,"[13276.0,1312306.0,3372.0,10116.0,0.0,3.0]","[0.30695680461130015,0.527824406524087,0.7432020387446778,0.4967972893231417,0.0,0.2851610917673827]",0
3703,NEKOR105333003,Docter/Nurse/Pharmacist,46145,1996680,Vehicle loan,35338,1472,10,14720,2,24,"[46145.0,1996680.0,1472.0,14720.0,2.0,24.0]","[1.0669269169018112,0.8030874171256658,0.3244345791910337,0.7228999702290081,0.630709398718741,2.2812887341390615]",0
3704,NEKOR305193929,Other,4648,2963892,Vehicle loan,4206,701,6,4206,10,6,"[4648.0,2963892.0,701.0,4206.0,10.0,6.0]","[0.10746725126795142,1.1921110898688942,0.15450315218268657,0.20655688008038098,3.153546993593705,0.5703221835347654]",0
3712,NEKOR777840020,Street Vendor,51302,1936708,Occupational Loans,46622,7770,3,23310,1,6,"[51302.0,1936708.0,7770.0,23310.0,1.0,6.0]","[1.186162849515586,0.778965996277127,1.7125385056483233,1.1447553197036806,0.3153546993593705,0.5703221835347654]",0
3714,NEKOR694112542,Teacher/Instructor,22881,2281136,Vehicle loan,20630,573,10,5730,5,36,"[22881.0,2281136.0,573.0,5730.0,5.0,36.0]","[0.5290357522078306,0.9174988572792699,0.1262914496443358,0.28140059982419946,1.5767734967968525,3.4219331012085927]",0
3723,NEKOR214866272,Tour Guide,45991,2130908,Vehicle loan,24160,2013,6,12078,6,12,"[45991.0,2130908.0,2013.0,12078.0,6.0,12.0]","[1.0633662549622103,0.8570754461668461,0.44367310320078185,0.5931512119854592,1.8921281961562229,1.1406443670695308]",0
3725,NEKOR145253775,Judge/Attorney,19856,2758624,Occupational Loans,18829,2092,7,14644,0,9,"[19856.0,2758624.0,2092.0,14644.0,0.0,9.0]","[0.45909417839424344,1.1095499644313924,0.4610850133611702,0.7191676062522823,0.0,0.8554832753021482]",0
3729,NEKOR669743429,Police/Military,14901,1895168,Personal loan,11374,947,8,7576,10,12,"[14901.0,1895168.0,947.0,7576.0,10.0,12.0]","[0.3445287244285164,0.7622581355746608,0.20872251799857944,0.3720577564167775,3.153546993593705,1.1406443670695308]",0
3735,NEKOR256026598,Judge/Attorney,22747,2834447,Occupational Loans,11154,464,17,7888,8,24,"[22747.0,2834447.0,464.0,7888.0,8.0,24.0]","[0.5259375138967494,1.1400468378556363,0.1022674217015215,0.3873800927422837,2.522837594874964,2.2812887341390615]",0
3736,NEKOR322736273,Other,58823,2644299,Personal loan,54424,18141,3,54423,0,3,"[58823.0,2644299.0,18141.0,54423.0,0.0,3.0]","[1.3600572550203758,1.0635671484754596,3.9983476230329775,2.672716377701991,0.0,0.2851610917673827]",0
3740,NEKOR819974832,Other,5906,2836715,Personal loan,4559,126,31,3906,3,36,"[5906.0,2836715.0,126.0,3906.0,3.0,36.0]","[0.13655369750183327,1.140959053264235,0.027770894686189027,0.1918238643827789,0.9460640980781114,3.4219331012085927]",0
3742,NEKOR638078783,Judge/Attorney,44276,2903416,Occupational Loans,35088,11696,3,35088,9,3,"[44276.0,2903416.0,11696.0,35088.0,9.0,3.0]","[1.023713428816656,1.1677869544851114,2.5778443194418004,1.7231735159915378,2.8381922942343345,0.2851610917673827]",0
3743,NEKOR421036912,Teacher/Instructor,3008,1557733,Vehicle loan,3008,125,23,2875,1,24,"[3008.0,1557733.0,125.0,2875.0,1.0,24.0]","[0.06954851372934549,0.6265379387490307,0.02755049076010816,0.14119140043535314,0.3153546993593705,2.2812887341390615]",0
3745,NEKOR268096023,Other,19709,2319138,Vehicle loan,18762,2084,5,10420,9,9,"[19709.0,2319138.0,2084.0,10420.0,9.0,9.0]","[0.45569536472462446,0.9327836941212324,0.45932178195252327,0.5117267452300451,2.8381922942343345,0.8554832753021482]",0
3747,NEKOR906212730,Business Owner/Personal Business,57193,2060553,Vehicle loan,31342,5223,4,20892,8,6,"[57193.0,2060553.0,5223.0,20892.0,8.0,6.0]","[1.3223697292960297,0.8287778645654497,1.1511697059203594,1.0260072131810078,2.522837594874964,0.5703221835347654]",0
3749,NEKOR619912764,Docter/Nurse/Pharmacist,51051,1857179,Vehicle loan,38078,1586,13,20618,10,24,"[51051.0,1857179.0,1586.0,20618.0,10.0,24.0]","[1.1803594329776652,0.7469785274806313,0.34956062676425237,1.0125510588438646,3.153546993593705,2.2812887341390615]",0
3759,NEKOR015062159,Police/Military,10600,1737225,Personal loan,5548,154,9,1386,10,36,"[10600.0,1737225.0,154.0,1386.0,10.0,36.0]","[0.24508452311537976,0.6987316636697591,0.03394220461645325,0.06806653252292155,3.153546993593705,3.4219331012085927]",0
3763,NEKOR190636118,Tour Guide,48285,1259558,Vehicle loan,48015,2000,20,40000,10,24,"[48285.0,1259558.0,2000.0,40000.0,10.0,24.0]","[1.1164062451534067,0.5066085606807147,0.4408078521617306,1.964402093013609,3.153546993593705,2.2812887341390615]",0
3766,NEKOR945421991,Lawyer/Accountant,92559,3043404,Vehicle loan,24429,678,5,3390,10,36,"[92559.0,3043404.0,678.0,3390.0,10.0,36.0]","[2.140073431607211,1.2240917210719393,0.14943386188282667,0.16648307738290336,3.153546993593705,3.4219331012085927]",0
3775,NEKOR725672025,Tour Guide,16283,2248856,Vehicle loan,12560,2093,5,10465,4,6,"[16283.0,2248856.0,2093.0,10465.0,4.0,6.0]","[0.37648219715921966,0.904515473950536,0.46130541728725105,0.5139366975846854,1.261418797437482,0.5703221835347654]",0
3784,NEKOR620532552,Tour Guide,26996,2617828,Occupational Loans,5682,631,5,3155,1,9,"[26996.0,2617828.0,631.0,3155.0,1.0,9.0]","[0.624179413775735,1.0529202110499667,0.139074877357026,0.1549422150864484,0.3153546993593705,0.8554832753021482]",0
3785,NEKOR328078756,Docter/Nurse/Pharmacist,59303,1489949,Personal loan,5800,966,4,3864,1,6,"[59303.0,1489949.0,966.0,3864.0,1.0,6.0]","[1.3711554221048459,0.5992744426042073,0.21291019259411587,0.18976124218511461,0.3153546993593705,0.5703221835347654]",0
3786,NEKOR997127117,Judge/Attorney,152690,2203530,Vehicle loan,115153,38384,3,115152,3,3,"[152690.0,2203530.0,38384.0,115152.0,3.0,3.0]","[3.5303731919327674,0.8862848409654618,8.459984298687933,5.655120745367578,0.9460640980781114,0.2851610917673827]",0
3789,NEKOR582672691,Judge/Attorney,43477,2013684,Personal loan,3014,502,6,3012,1,6,"[43477.0,2013684.0,502.0,3012.0,1.0,6.0]","[1.0052396048572987,0.8099266194218799,0.11064277089259437,0.14791947760392476,0.3153546993593705,0.5703221835347654]",0
3790,NEKOR316465246,Judge/Attorney,22113,2111357,Personal loan,15956,1772,3,5316,0,9,"[22113.0,2111357.0,1772.0,5316.0,0.0,9.0]","[0.5112786848726785,0.8492118114871658,0.3905557570152933,0.2610690381615086,0.0,0.8554832753021482]",0
3799,NEKOR241361176,Teacher/Instructor,14652,1410370,Vehicle loan,4389,365,12,4380,7,12,"[14652.0,1410370.0,365.0,4380.0,7.0,12.0]","[0.3387715502534476,0.567266863238739,0.08044743301951583,0.2151020291849902,2.2074828955155934,1.1406443670695308]",0
3802,NEKOR909115025,Lawyer/Accountant,75025,3150617,Vehicle loan,27767,1156,16,18496,5,24,"[75025.0,3150617.0,1156.0,18496.0,5.0,24.0]","[1.734666636484091,1.2672140096972042,0.25478693854948026,0.9083395278094928,1.5767734967968525,2.2812887341390615]",0
3803,NEKOR577624598,Business Owner/Personal Business,5006,1365782,Personal loan,3383,1127,3,3381,9,3,"[5006.0,1365782.0,1127.0,3381.0,9.0,3.0]","[0.11574463421845198,0.5493330622517009,0.24839522469313519,0.1660410869119753,2.8381922942343345,0.2851610917673827]",0
3809,NEKOR641950283,Tour Guide,62858,1632580,Occupational Loans,12676,4225,3,12675,4,3,"[62858.0,1632580.0,4225.0,12675.0,4.0,3.0]","[1.453351222074202,0.6566422538669289,0.9312065876916559,0.6224699132236873,1.261418797437482,0.2851610917673827]",0
3814,NEKOR912879401,Teacher/Instructor,29667,1800934,Personal loan,28481,3164,9,28476,1,9,"[29667.0,1800934.0,3164.0,28476.0,1.0,9.0]","[0.6859360893645255,0.7243561484433128,0.6973580221198578,1.3984578500163882,0.3153546993593705,0.8554832753021482]",0
3816,NEKOR136184015,Lawyer/Accountant,33817,1890165,Personal loan,15322,851,3,2553,0,18,"[33817.0,1890165.0,851.0,2553.0,0.0,18.0]","[0.7818889922823393,0.7602458720432589,0.18756374109481636,0.1253779635865936,0.0,1.7109665506042964]",0
3817,NEKOR458780055,Street Vendor,27381,2885929,Vehicle loan,14144,1571,5,7855,8,9,"[27381.0,2885929.0,1571.0,7855.0,8.0,9.0]","[0.633081068624737,1.1607534840926215,0.3462545678730394,0.3857594610155475,2.522837594874964,0.8554832753021482]",0
3823,NEKOR987491633,Docter/Nurse/Pharmacist,25069,1776196,Personal loan,20318,6772,3,20316,0,3,"[25069.0,1776196.0,6772.0,20316.0,0.0,3.0]","[0.5796248971678731,0.7144062433384113,1.4925753874196197,0.997719823041612,0.0,0.2851610917673827]",0
3845,NEKOR897996329,Docter/Nurse/Pharmacist,15978,1376980,Personal loan,9194,766,7,5362,9,12,"[15978.0,1376980.0,766.0,5362.0,9.0,12.0]","[0.369430236824296,0.5538370252788125,0.16882940737794283,0.2633281005684743,2.8381922942343345,1.1406443670695308]",0
3846,NEKOR437362439,Judge/Attorney,21219,2994466,Vehicle loan,17168,1907,9,17163,5,9,"[21219.0,2994466.0,1907.0,17163.0,5.0,9.0]","[0.4906083486778531,1.2044083005842818,0.4203102870362101,0.8428758280598142,1.5767734967968525,0.8554832753021482]",0
3850,NEKOR412688419,Docter/Nurse/Pharmacist,15854,1524274,Occupational Loans,4772,132,9,1188,0,36,"[15854.0,1524274.0,132.0,1188.0,0.0,36.0]","[0.3665632103274746,0.6130803482039221,0.02909331824267422,0.05834274216250419,0.0,3.4219331012085927]",0
3853,NEKOR012882703,Street Vendor,24041,2869678,Vehicle loan,20049,6683,3,20049,6,3,"[24041.0,2869678.0,6683.0,20049.0,6.0,3.0]","[0.5558563226619665,1.1542171469651352,1.4729594379984228,0.9846074390707461,1.8921281961562229,0.2851610917673827]",0
3861,NEKOR073153639,Politician/Family Member or Close Asscociates,4782,2129695,Occupational Loans,3038,253,4,1012,4,12,"[4782.0,2129695.0,253.0,1012.0,4.0,12.0]","[0.11056548957903263,0.8565875637635699,0.05576219329845892,0.04969937295324431,1.261418797437482,1.1406443670695308]",0
3864,NEKOR267060773,Politician/Family Member or Close Asscociates,11983,2982031,Occupational Loans,7358,2452,3,7356,4,3,"[11983.0,2982031.0,2452.0,7356.0,4.0,3.0]","[0.277061117027509,1.1994068020807873,0.5404304267502817,0.3612535449052027,1.261418797437482,0.2851610917673827]",0
3865,NEKOR471065380,Police/Military,12870,1620108,Personal loan,6087,253,3,759,8,24,"[12870.0,1620108.0,253.0,759.0,8.0,24.0]","[0.2975696049523526,0.6516258735423944,0.05576219329845892,0.03727452971493323,2.522837594874964,2.2812887341390615]",0
3873,NEKOR619403303,Lawyer/Accountant,180647,2784192,Vehicle loan,174817,4856,19,92264,2,36,"[180647.0,2784192.0,4856.0,92264.0,2.0,36.0]","[4.176772061058869,1.1198337049812397,1.0702814650486818,4.53108986774519,0.630709398718741,3.4219331012085927]",0
3874,NEKOR595614513,Retired,11376,2634014,Personal loan,3303,137,18,2466,0,24,"[11376.0,2634014.0,137.0,2466.0,0.0,24.0]","[0.2630265599019396,1.0594304044377885,0.030195337873078546,0.121105389034289,0.0,2.2812887341390615]",0
3875,NEKOR964426245,Business Owner/Personal Business,79752,1434859,Personal loan,4610,384,11,4224,6,12,"[79752.0,1434859.0,384.0,4224.0,6.0,12.0]","[1.843960461084695,0.5771166177101567,0.08463510761505227,0.2074408610222371,1.8921281961562229,1.1406443670695308]",0
3894,NEKOR686365014,Teacher/Instructor,20609,2510597,Vehicle loan,16278,678,23,15594,8,24,"[20609.0,2510597.0,678.0,15594.0,8.0,24.0]","[0.4765044280080058,1.0097906826198715,0.14943386188282667,0.7658221559613554,2.522837594874964,2.2812887341390615]",0
3906,NEKOR219180179,Teacher/Instructor,10110,1585494,Occupational Loans,7808,867,8,6936,8,9,"[10110.0,1585494.0,867.0,6936.0,8.0,9.0]","[0.23375514421664992,0.6377037288540178,0.1910902039121102,0.3406273229285598,2.522837594874964,0.8554832753021482]",0
3907,NEKOR101463911,Other,7162,1366454,Vehicle loan,6520,1086,5,5430,4,6,"[7162.0,1366454.0,1086.0,5430.0,4.0,6.0]","[0.16559390137286317,0.5496033482986931,0.23935866372381973,0.2666675841265974,1.261418797437482,0.5703221835347654]",0
3908,NEKOR426218211,Business Owner/Personal Business,51265,1247869,Vehicle loan,11929,1325,4,5300,9,9,"[51265.0,1247869.0,1325.0,5300.0,9.0,9.0]","[1.1853073658028248,0.5019071118662918,0.2920352020571465,0.2602832773243032,2.8381922942343345,0.8554832753021482]",0
3911,NEKOR782805034,Other,3735,2366145,Vehicle loan,3233,89,26,2314,3,36,"[3735.0,2366145.0,89.0,2314.0,3.0,36.0]","[0.08635761262603239,0.9516904444351666,0.019615949421197012,0.11364066108083727,0.9460640980781114,3.4219331012085927]",0
3913,NEKOR964361489,Docter/Nurse/Pharmacist,24990,1508971,Vehicle loan,14010,2335,5,11675,5,6,"[24990.0,1508971.0,2335.0,11675.0,5.0,6.0]","[0.5777983238352208,0.6069253074641571,0.5146431673988204,0.5733598608983471,1.5767734967968525,0.5703221835347654]",0
3914,NEKOR973983387,Teacher/Instructor,22501,1251607,Personal loan,16025,890,3,2670,1,18,"[22501.0,1251607.0,890.0,2670.0,1.0,18.0]","[0.5202497032659584,0.5034105780026861,0.19615949421197013,0.1311238397086584,0.3153546993593705,1.7109665506042964]",0
3915,NEKOR320002745,Judge/Attorney,10536,2640397,Personal loan,8696,483,16,7728,10,18,"[10536.0,2640397.0,483.0,7728.0,10.0,18.0]","[0.24360476750411708,1.0619977196728352,0.10645509629705793,0.37952248437022923,3.153546993593705,1.7109665506042964]",0
3918,NEKOR230122587,Street Vendor,72094,1269065,Occupational Loans,55650,6183,3,18549,5,9,"[72094.0,1269065.0,6183.0,18549.0,5.0,9.0]","[1.666898453724546,0.5104323842651717,1.36275747495799,0.9109423605827358,1.5767734967968525,0.8554832753021482]",0
3922,NEKOR272207888,Street Vendor,9538,2775096,Occupational Loans,3560,1186,3,3558,5,3,"[9538.0,2775096.0,1186.0,3558.0,5.0,3.0]","[0.2205298284409898,1.1161751902737378,0.26139905633190624,0.1747335661735605,1.5767734967968525,0.2851610917673827]",0
3923,NEKOR172309149,Judge/Attorney,37714,1693796,Vehicle loan,35387,3931,5,19655,9,9,"[37714.0,1693796.0,3931.0,19655.0,9.0,9.0]","[0.8719922362993804,0.6812640256715068,0.8664078334238815,0.9652580784545621,2.8381922942343345,0.8554832753021482]",0
3924,NEKOR440041203,Teacher/Instructor,5465,2689817,Occupational Loans,3590,99,28,2772,9,36,"[5465.0,2689817.0,99.0,2772.0,9.0,36.0]","[0.12635725649297644,1.0818750060453888,0.021819988682005666,0.1361330650458431,2.8381922942343345,3.4219331012085927]",0
3925,NEKOR258135733,Teacher/Instructor,11661,1587634,Personal loan,5761,1920,3,5760,4,3,"[11661.0,1587634.0,1920.0,5760.0,4.0,3.0]","[0.2696160966083437,0.6385644612060467,0.42317553807526137,0.2828739013939597,1.261418797437482,0.2851610917673827]",0
3926,NEKOR316888524,Retired,15050,3075604,Personal loan,14408,400,10,4000,2,36,"[15050.0,3075604.0,400.0,4000.0,2.0,36.0]","[0.34797378046098726,1.237042927490317,0.08816157043234613,0.19644020930136089,0.630709398718741,3.4219331012085927]",0
3936,NEKOR351788606,Police/Military,11754,1401703,Occupational Loans,7975,664,6,3984,1,12,"[11754.0,1401703.0,664.0,3984.0,1.0,12.0]","[0.27176636648095975,0.5637808972130222,0.14634820691769457,0.19565444846415544,0.3153546993593705,1.1406443670695308]",0
3938,NEKOR133133364,Other,4869,1376946,Occupational Loans,3280,546,5,2730,9,6,"[4869.0,1376946.0,546.0,2730.0,9.0,6.0]","[0.11257703236309283,0.5538233500919111,0.12034054364015245,0.13407044284817882,2.8381922942343345,0.5703221835347654]",0
3941,NEKOR040983040,Docter/Nurse/Pharmacist,14662,1759522,Personal loan,10064,1677,6,10062,4,6,"[14662.0,1759522.0,1677.0,10062.0,4.0,6.0]","[0.33900276206770735,0.7076997707974165,0.36961738403761113,0.4941453464975733,1.261418797437482,0.5703221835347654]",0
3943,NEKOR668867164,Docter/Nurse/Pharmacist,27420,1259805,Personal loan,7000,2333,3,6999,0,3,"[27420.0,1259805.0,2333.0,6999.0,0.0,3.0]","[0.6339827947003502,0.5067079068914395,0.5142023595466587,0.3437212562250562,0.0,0.2851610917673827]",0
3948,NEKOR534704624,Retired,18300,1815596,Occupational Loans,13142,1095,9,9855,3,12,"[18300.0,1815596.0,1095.0,9855.0,3.0,12.0]","[0.42311762009541976,0.7302533716888486,0.2413422990585475,0.4839795656662279,0.9460640980781114,1.1406443670695308]",0
3949,NEKOR843897139,Other,46564,2468034,Personal loan,7843,2614,3,7842,3,3,"[46564.0,2468034.0,2614.0,7842.0,3.0,3.0]","[1.0766146919192965,0.9926713596762252,0.5761358627753819,0.385121030335318,0.9460640980781114,0.2851610917673827]",0
3954,NEKOR197048680,Politician/Family Member or Close Asscociates,4289,1500740,Personal loan,4130,688,4,2752,4,6,"[4289.0,1500740.0,688.0,2752.0,4.0,6.0]","[0.09916674713602489,0.6036147055998816,0.15163790114363532,0.1351508639993363,1.261418797437482,0.5703221835347654]",0
3955,NEKOR414835701,Retired,21652,2244061,Occupational Loans,19385,6461,3,19383,0,3,"[21652.0,2244061.0,6461.0,19383.0,0.0,3.0]","[0.500619820235302,0.9025868703860602,1.4240297664084707,0.9519001442220696,0.0,0.2851610917673827]",0
3957,NEKOR731063052,Other,11376,3154436,Personal loan,6571,365,14,5110,2,18,"[11376.0,3154436.0,365.0,5110.0,2.0,18.0]","[0.2630265599019396,1.268750054955334,0.08044743301951583,0.25095236738248855,0.630709398718741,1.7109665506042964]",0
3959,NEKOR936656611,Docter/Nurse/Pharmacist,15237,1543812,Personal loan,14936,414,15,6210,7,36,"[15237.0,1543812.0,414.0,6210.0,7.0,36.0]","[0.3522974413876454,0.6209387541356693,0.09124722539747823,0.3049734249403628,2.2074828955155934,3.4219331012085927]",0
3967,NEKOR689128849,Judge/Attorney,11640,2025069,Vehicle loan,5835,972,4,3888,4,6,"[11640.0,2025069.0,972.0,3888.0,4.0,6.0]","[0.2691305517983981,0.8145057959769492,0.21423261615060107,0.19093988344092278,1.261418797437482,0.5703221835347654]",0
3974,NEKOR378215738,Docter/Nurse/Pharmacist,10186,1270445,Personal loan,5387,897,4,3588,2,6,"[10186.0,1270445.0,897.0,3588.0,2.0,6.0]","[0.23551235400502435,0.5109874359688165,0.19770232169453616,0.17620686774332073,0.630709398718741,0.5703221835347654]",0
3975,NEKOR014317469,Lawyer/Accountant,12248,1754606,Vehicle loan,8570,714,10,7140,7,12,"[12248.0,1754606.0,714.0,7140.0,7.0,12.0]","[0.2831882301053935,0.705722499656027,0.1573684032217378,0.3506457736029292,2.2074828955155934,1.1406443670695308]",0
3977,NEKOR652739520,Street Vendor,59725,1216434,Personal loan,25601,2844,9,25596,7,9,"[59725.0,1216434.0,2844.0,25596.0,7.0,9.0]","[1.380912560666609,0.4892635971531954,0.626828765773981,1.2570208993194083,2.2074828955155934,0.8554832753021482]",0
3981,NEKOR396284194,Retired,6431,2722216,Occupational Loans,5088,212,8,1696,9,24,"[6431.0,2722216.0,212.0,1696.0,9.0,24.0]","[0.14869231775047237,1.0949062525282776,0.046725632329143445,0.08329064874377702,2.8381922942343345,2.2812887341390615]",0
3984,NEKOR969470883,Teacher/Instructor,12373,2669398,Occupational Loans,12120,673,4,2692,2,18,"[12373.0,2669398.0,673.0,2692.0,2.0,18.0]","[0.2860783777836409,1.0736622518883436,0.14833184225242235,0.13220426085981588,0.630709398718741,1.7109665506042964]",0
3987,NEKOR875136407,Police/Military,12384,1414358,Vehicle loan,6003,166,21,3486,2,36,"[12384.0,1414358.0,166.0,3486.0,2.0,36.0]","[0.2863327107793267,0.5688708822199964,0.03658705172942364,0.17119764240613602,0.630709398718741,3.4219331012085927]",0
3988,NEKOR203912471,Teacher/Instructor,29720,2492740,Personal loan,4861,202,23,4646,8,24,"[29720.0,2492740.0,202.0,4646.0,8.0,24.0]","[0.6871615119801024,1.0026083940169843,0.04452159306833479,0.22816530310353067,2.522837594874964,2.2812887341390615]",0
3989,NEKOR138658799,Politician/Family Member or Close Asscociates,6398,2154988,Occupational Loans,4943,137,22,3014,4,36,"[6398.0,2154988.0,137.0,3014.0,4.0,36.0]","[0.14792931876341506,0.8667606961840677,0.030195337873078546,0.14801769770857542,1.261418797437482,3.4219331012085927]",0
3998,NEKOR223332708,Docter/Nurse/Pharmacist,57452,1264271,Personal loan,23540,7846,3,23538,2,3,"[57452.0,1264271.0,7846.0,23538.0,2.0,3.0]","[1.3283581152853583,0.5085041829120753,1.729289204030469,1.1559524116338582,0.630709398718741,0.2851610917673827]",0
4005,NEKOR457775577,Judge/Attorney,12310,1799531,Vehicle loan,9592,532,3,1596,1,18,"[12310.0,1799531.0,532.0,1596.0,1.0,18.0]","[0.2846217433538042,0.7237918458779407,0.11725488867502033,0.07837964351124299,0.3153546993593705,1.7109665506042964]",0
4008,NEKOR179813865,Street Vendor,9375,2493474,Vehicle loan,7882,875,7,6125,10,9,"[9375.0,2493474.0,875.0,6125.0,10.0,9.0]","[0.2167610758685552,1.0029036171695025,0.19285343532075713,0.3007990704927089,3.153546993593705,0.8554832753021482]",0
