Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments,features,scaled_features,prediction
3048,NEKOR737306327,Business Owner/Personal Business,11046,5623140,Occupational Loans,3917,163,7,1141,2,24,"[11046.0,5623140.0,163.0,1141.0,2.0,24.0]","[0.25539657003136645,2.261690896255793,0.035925839951181045,0.056034569703213195,0.630709398718741,2.2812887341390615]",3
3052,NEKOR746166080,Politician/Family Member or Close Asscociates,9771,4686088,Vehicle loan,4519,125,11,1375,4,36,"[9771.0,4686088.0,125.0,1375.0,4.0,36.0]","[0.22591706371324297,1.8847979187168584,0.02755049076010816,0.0675263219473428,1.261418797437482,3.4219331012085927]",3
3060,NEKOR061653163,Politician/Family Member or Close Asscociates,14272,4548212,Personal loan,10388,1731,5,8655,7,6,"[14272.0,4548212.0,1731.0,8655.0,7.0,6.0]","[0.32998550131157545,1.8293426225634346,0.38151919604597784,0.42504750287581966,2.2074828955155934,0.5703221835347654]",3
3065,NEKOR019204349,Street Vendor,7635,4756474,Personal loan,3670,101,3,303,0,36,"[7635.0,4756474.0,101.0,303.0,0.0,36.0]","[0.17653022018735134,1.913107968871018,0.022260796534167394,0.014880345854578089,0.0,3.4219331012085927]",3
3066,NEKOR248558932,Lawyer/Accountant,42897,4976315,Personal loan,3340,1113,3,3339,2,3,"[42897.0,4976315.0,1113.0,3339.0,2.0,3.0]","[0.9918293196302307,2.001530520741284,0.24530956972800308,0.16397846471431102,0.630709398718741,0.2851610917673827]",3
3069,NEKOR043215915,Tour Guide,18442,4563468,Vehicle loan,3655,152,5,760,4,24,"[18442.0,4563468.0,152.0,760.0,4.0,24.0]","[0.4264008278579088,1.8354787593683655,0.03350139676429152,0.03732363976725857,1.261418797437482,2.2812887341390615]",3
3070,NEKOR086031307,Lawyer/Accountant,57244,4815972,Occupational Loans,14639,406,18,7308,10,36,"[57244.0,4815972.0,406.0,7308.0,10.0,36.0]","[1.3235489095487545,1.9370387415256962,0.0894839939888313,0.35889626239358635,3.153546993593705,3.4219331012085927]",3
3087,NEKOR418988436,Tour Guide,9714,3473707,Vehicle loan,8290,1381,6,8286,4,6,"[9714.0,3473707.0,1381.0,8286.0,4.0,6.0]","[0.22459915637196215,1.397164484284585,0.304377821917675,0.4069258935677691,1.261418797437482,0.5703221835347654]",3
3088,NEKOR269902864,Politician/Family Member or Close Asscociates,5268,4849323,Vehicle loan,5097,566,7,3962,0,9,"[5268.0,4849323.0,566.0,3962.0,0.0,9.0]","[0.12180238375205854,1.950452893241824,0.12474862216176975,0.19457402731299797,0.0,0.8554832753021482]",3
3093,NEKOR930050187,Teacher/Instructor,15152,4573809,Occupational Loans,5632,938,6,5628,9,6,"[15152.0,4573809.0,938.0,5628.0,9.0,6.0]","[0.35033214096643717,1.839638027243286,0.20673888266385165,0.2763913744870148,2.8381922942343345,0.5703221835347654]",3
3095,NEKOR530308815,Politician/Family Member or Close Asscociates,15638,4748327,Occupational Loans,6843,2281,3,6843,0,3,"[15638.0,4748327.0,2281.0,6843.0,0.0,3.0]","[0.3615690351394631,1.9098311527626166,0.5027413553904537,0.33606008806230314,0.0,0.2851610917673827]",3
3096,NEKOR361862202,Lawyer/Accountant,32505,4118802,Personal loan,32013,2667,6,16002,9,12,"[32505.0,4118802.0,2667.0,16002.0,9.0,12.0]","[0.7515540022514546,1.6566290341126402,0.5878172708576678,0.7858590573100942,2.8381922942343345,1.1406443670695308]",3
3103,NEKOR994675753,Other,15573,3247276,Vehicle loan,8049,670,6,4020,3,12,"[15573.0,3247276.0,670.0,4020.0,3.0,12.0]","[0.3600661583467744,1.3060913594237251,0.14767063047417975,0.1974224103478677,0.9460640980781114,1.1406443670695308]",3
3113,NEKOR809407075,Politician/Family Member or Close Asscociates,4697,5802729,Personal loan,3764,104,4,416,3,36,"[4697.0,5802729.0,104.0,416.0,3.0,36.0]","[0.1086001891578244,2.333923635680328,0.02292200831240999,0.02042978176734153,0.9460640980781114,3.4219331012085927]",3
3120,NEKOR852097901,Judge/Attorney,163895,4230680,Vehicle loan,145569,4043,4,16172,5,36,"[163895.0,4230680.0,4043.0,16172.0,5.0,36.0]","[3.7894460298108643,1.7016276388230522,0.8910930731449384,0.7942077662054021,1.5767734967968525,3.4219331012085927]",3
3127,NEKOR735016128,Tour Guide,12923,3941672,Vehicle loan,10158,423,14,5922,5,24,"[12923.0,3941672.0,423.0,5922.0,5.0,24.0]","[0.29879502756792947,1.5853853324701792,0.09323086073220602,0.2908297298706648,1.5767734967968525,2.2812887341390615]",3
3128,NEKOR102465924,Politician/Family Member or Close Asscociates,10797,4762050,Vehicle loan,9678,3226,3,9678,9,3,"[10797.0,4762050.0,3226.0,9678.0,9.0,3.0]","[0.24963939585629766,1.9153506995228464,0.7110230655368714,0.4752870864046427,2.8381922942343345,0.2851610917673827]",3
3134,NEKOR196208819,Other,4741,3724382,Personal loan,3181,88,33,2904,4,36,"[4741.0,3724382.0,88.0,2904.0,4.0,36.0]","[0.10961752114056748,1.4979888218288966,0.019395545495116146,0.142615591952788,1.261418797437482,3.4219331012085927]",3
3145,NEKOR435479157,Judge/Attorney,74423,4234093,Vehicle loan,34028,2835,8,22680,7,12,"[74423.0,4234093.0,2835.0,22680.0,7.0,12.0]","[1.7207476852656516,1.7030003862611243,0.6248451304392532,1.1138159867387163,2.2074828955155934,1.1406443670695308]",3
3146,NEKOR184362517,Lawyer/Accountant,29516,5221592,Vehicle loan,19579,815,20,16300,3,24,"[29516.0,5221592.0,815.0,16300.0,3.0,24.0]","[0.6824447909692027,2.1001837212593104,0.17962919975590522,0.8004938529030456,0.9460640980781114,2.2812887341390615]",3
3151,NEKOR746237759,Tour Guide,3089,4347576,Personal loan,3025,336,6,2016,4,9,"[3089.0,4347576.0,336.0,2016.0,4.0,9.0]","[0.07142132942484981,1.7486445402355577,0.07405571916317075,0.0990058654878859,1.261418797437482,0.8554832753021482]",3
3152,NEKOR567359837,Street Vendor,31463,3260804,Vehicle loan,18918,3153,4,12612,2,6,"[31463.0,3260804.0,3153.0,12612.0,2.0,6.0]","[0.7274617312055842,1.3115324749649615,0.6949335789329683,0.6193759799271908,0.630709398718741,0.5703221835347654]",3
3153,NEKOR487148496,Street Vendor,27935,3401592,Occupational Loans,22991,1277,12,15324,1,18,"[27935.0,3401592.0,1277.0,15324.0,1.0,18.0]","[0.6458902031347296,1.3681590106553518,0.281455813605265,0.7525624418335136,0.3153546993593705,1.7109665506042964]",3
3154,NEKOR618959012,Business Owner/Personal Business,11371,6188269,Personal loan,4666,518,8,4144,7,9,"[11371.0,6188269.0,518.0,4144.0,7.0,9.0]","[0.26291095399480974,2.4889922109145313,0.11416923370988823,0.20351205683620988,2.2074828955155934,0.8554832753021482]",3
3156,NEKOR066325028,Other,6488,4853049,Vehicle loan,4252,236,17,4012,10,18,"[6488.0,4853049.0,236.0,4012.0,10.0,18.0]","[0.15001022509175319,1.9519515328416648,0.05201532655508421,0.19702952992926498,3.153546993593705,1.7109665506042964]",3
3163,NEKOR447530845,Street Vendor,6357,3717844,Vehicle loan,3765,104,16,1664,0,36,"[6357.0,3717844.0,104.0,1664.0,0.0,36.0]","[0.1469813503249499,1.4953591638300348,0.02292200831240999,0.08171912706936613,0.0,3.4219331012085927]",3
3164,NEKOR031461048,Lawyer/Accountant,50341,3598471,Personal loan,32145,5357,5,26785,5,6,"[50341.0,3598471.0,5357.0,26785.0,5.0,6.0]","[1.16394339416522,1.4473459848306247,1.1807038320151955,1.315412751534238,1.5767734967968525,0.5703221835347654]",3
3173,NEKOR620233473,Retired,12807,5893181,Vehicle loan,7903,219,29,6351,6,36,"[12807.0,5893181.0,219.0,6351.0,6.0,36.0]","[0.2961129705225159,2.370304459374586,0.0482684598117095,0.31189794231823575,1.8921281961562229,3.4219331012085927]",3
3174,NEKOR133269815,Politician/Family Member or Close Asscociates,9586,3527947,Occupational Loans,8125,902,4,3608,9,9,"[9586.0,3527947.0,902.0,3608.0,9.0,9.0]","[0.22163964514943682,1.4189804295061008,0.1988043413249405,0.17718906878982751,2.8381922942343345,0.8554832753021482]",3
3176,NEKOR740301819,Teacher/Instructor,14575,4288643,Vehicle loan,8733,727,4,2908,3,12,"[14575.0,4288643.0,727.0,2908.0,3.0,12.0]","[0.33699121928364717,1.7249410170102704,0.16023365426078906,0.14281203216208938,0.9460640980781114,1.1406443670695308]",3
3178,NEKOR869526057,Politician/Family Member or Close Asscociates,20045,5415381,Personal loan,18059,501,35,17535,8,36,"[20045.0,5415381.0,501.0,17535.0,8.0,36.0]","[0.46346408168375347,2.178127862272074,0.11042236696651352,0.8611447675248408,2.522837594874964,3.4219331012085927]",3
3187,NEKOR580796208,Tour Guide,4413,4317757,Vehicle loan,3033,168,11,1848,8,18,"[4413.0,4317757.0,168.0,1848.0,8.0,18.0]","[0.1020337736328463,1.736650999111657,0.03702785958158537,0.09075537669722873,2.522837594874964,1.7109665506042964]",3
3188,NEKOR314567352,Lawyer/Accountant,5096,3517530,Personal loan,3377,93,10,930,5,36,"[5096.0,3517530.0,93.0,930.0,5.0,36.0]","[0.1178255405467901,1.4147905935663416,0.02049756512552047,0.045672348662566406,1.5767734967968525,3.4219331012085927]",3
3195,NEKOR747945608,Politician/Family Member or Close Asscociates,4172,5477354,Vehicle loan,3443,286,6,1716,10,12,"[4172.0,5477354.0,286.0,1716.0,10.0,12.0]","[0.09646156890918531,2.203054108090898,0.06303552285912747,0.08427284979028382,3.153546993593705,1.1406443670695308]",3
3196,NEKOR404573691,Judge/Attorney,67203,4875800,Vehicle loan,22898,3816,3,11448,7,6,"[67203.0,4875800.0,3816.0,11448.0,7.0,6.0]","[1.5538127553700816,1.9611022439355936,0.841061381924582,0.5622118790204949,2.2074828955155934,0.5703221835347654]",3
3210,NEKOR440090499,Judge/Attorney,43153,4280168,Personal loan,42239,7039,3,21117,8,6,"[43153.0,4280168.0,7039.0,21117.0,8.0,6.0]","[0.9977483420752813,1.7215322755694085,1.5514232356832107,1.0370569749542096,2.522837594874964,0.5703221835347654]",3
3211,NEKOR689863290,Politician/Family Member or Close Asscociates,13471,4528510,Vehicle loan,5546,308,8,2464,7,18,"[13471.0,4528510.0,308.0,2464.0,7.0,18.0]","[0.3114654349893661,1.821418253965457,0.0678844092329065,0.12100716892963831,2.2074828955155934,1.7109665506042964]",3
3214,NEKOR380936965,Tour Guide,3234,4007934,Occupational Loans,3230,269,9,2421,8,12,"[3234.0,4007934.0,269.0,2421.0,8.0,12.0]","[0.0747739007316168,1.6120366628954756,0.059288656115752764,0.11889543667964868,2.522837594874964,1.1406443670695308]",3
3215,NEKOR254686524,Tour Guide,31071,4407066,Personal loan,25186,1399,7,9793,5,18,"[31071.0,4407066.0,1399.0,9793.0,5.0,18.0]","[0.7183982280866004,1.7725720951992003,0.30834509258713055,0.4809347424220568,1.5767734967968525,1.7109665506042964]",3
3216,NEKOR427291198,Business Owner/Personal Business,77414,5452975,Occupational Loans,26020,2168,3,6504,8,12,"[77414.0,5452975.0,2168.0,6504.0,8.0,12.0]","[1.7899031389107554,2.19324859687122,0.47783571174331596,0.3194117803240128,2.522837594874964,1.1406443670695308]",3
3217,NEKOR422881443,Other,8064,4448481,Personal loan,7430,309,11,3399,8,24,"[8064.0,4448481.0,309.0,3399.0,8.0,24.0]","[0.18644920701909645,1.789229679479235,0.06810481315898738,0.16692506785383143,2.522837594874964,2.2812887341390615]",3
3220,NEKOR382839610,Other,5910,4597699,Vehicle loan,5282,586,6,3516,10,9,"[5910.0,4597699.0,586.0,3516.0,10.0,9.0]","[0.1366461822275372,1.8492468570984115,0.12915670068338705,0.17267094397589622,3.153546993593705,0.8554832753021482]",3
3221,NEKOR744032889,Teacher/Instructor,24139,3623716,Vehicle loan,17543,974,15,14610,10,18,"[24139.0,3623716.0,974.0,14610.0,10.0,18.0]","[0.5581221984417124,1.4574998111049087,0.2146734240027628,0.7174978644732206,3.153546993593705,1.7109665506042964]",3
3240,NEKOR597515186,Other,64392,3858532,Personal loan,21701,7233,3,21699,5,3,"[64392.0,3858532.0,7233.0,21699.0,5.0,3.0]","[1.488819114381654,1.5519454783824798,1.5941815973428988,1.0656390254075576,1.5767734967968525,0.2851610917673827]",3
3241,NEKOR060360093,Tour Guide,10303,3806091,Vehicle loan,6079,337,18,6066,8,18,"[10303.0,3806091.0,337.0,6066.0,8.0,18.0]","[0.23821753223186393,1.5308531114325994,0.0742761230892516,0.2979015774055138,2.522837594874964,1.7109665506042964]",3
3249,NEKOR748984382,Lawyer/Accountant,17470,3732271,Occupational Loans,15983,887,3,2661,9,18,"[17470.0,3732271.0,887.0,2661.0,9.0,18.0]","[0.403927039511857,1.5011618674013991,0.19549828243372752,0.13068184923773032,2.8381922942343345,1.7109665506042964]",3
3252,NEKOR638234314,Street Vendor,24015,3928255,Occupational Loans,11007,611,12,7332,5,18,"[24015.0,3928255.0,611.0,7332.0,5.0,18.0]","[0.555255171944891,1.579988862392062,0.1346667988354087,0.36007490364939454,1.5767734967968525,1.7109665506042964]",3
3255,NEKOR733150378,Retired,10680,4185850,Personal loan,8549,949,8,7592,0,9,"[10680.0,4185850.0,949.0,7592.0,0.0,9.0]","[0.24693421762945808,1.6835965026821864,0.20916332585074116,0.37284351725398296,0.0,0.8554832753021482]",3
3268,NEKOR161684740,Lawyer/Accountant,17047,4043528,Occupational Loans,11918,1324,7,9268,0,9,"[17047.0,4043528.0,1324.0,9268.0,0.0,9.0]","[0.3941467797686678,1.626352974735716,0.29181479813106564,0.4551519649512532,0.0,0.8554832753021482]",3
3277,NEKOR748957355,Lawyer/Accountant,65358,4117157,Personal loan,16874,1874,4,7496,1,9,"[65358.0,4117157.0,1874.0,7496.0,1.0,9.0]","[1.51115417563915,1.6559673963934405,0.4130369574755416,0.3681289522307503,0.3153546993593705,0.8554832753021482]",3
3278,NEKOR036269156,Lawyer/Accountant,128374,6010311,Personal loan,83942,27980,3,83940,3,3,"[128374.0,6010311.0,27980.0,83940.0,3.0,3.0]","[2.9681585443786567,2.4174154782498833,6.166901851742611,4.122297792189058,0.9460640980781114,0.2851610917673827]",3
3281,NEKOR426634394,Teacher/Instructor,10836,4511970,Occupational Loans,10284,428,6,2568,8,24,"[10836.0,4511970.0,428.0,2568.0,8.0,24.0]","[0.25054112193191086,1.814765677749309,0.09433288036261035,0.1261146143714737,2.522837594874964,2.2812887341390615]",3
3286,NEKOR357849777,Business Owner/Personal Business,26057,3701017,Vehicle loan,12186,1354,7,9478,9,9,"[26057.0,3701017.0,1354.0,9478.0,9.0,9.0]","[0.6024686244167405,1.4885911529479838,0.29842691591349163,0.46546507593957465,2.8381922942343345,0.8554832753021482]",3
3301,NEKOR274927003,Tour Guide,3512,4000844,Vehicle loan,3066,85,6,510,10,36,"[3512.0,4000844.0,85.0,510.0,10.0,36.0]","[0.08120158916803903,1.6091849842151558,0.01873433371687355,0.025046126685923514,3.153546993593705,3.4219331012085927]",3
3302,NEKOR965170825,Politician/Family Member or Close Asscociates,3756,4165980,Vehicle loan,3667,101,27,2727,8,36,"[3756.0,4165980.0,101.0,2727.0,8.0,36.0]","[0.08684315743597795,1.675604562572461,0.022260796534167394,0.1339231126912028,2.522837594874964,3.4219331012085927]",3
3305,NEKOR295371453,Business Owner/Personal Business,251552,5221513,Vehicle loan,226809,25201,5,126005,4,9,"[251552.0,5221513.0,25201.0,126005.0,4.0,9.0]","[5.816179430067925,2.1001519465603335,5.554399341163887,6.188112143254495,1.261418797437482,0.8554832753021482]",3
3306,NEKOR965650197,Tour Guide,7429,4584328,Personal loan,6136,1022,5,5110,7,6,"[7429.0,4584328.0,1022.0,5110.0,7.0,6.0]","[0.17176725681359964,1.8438688887437493,0.22525281245464435,0.25095236738248855,2.2074828955155934,0.5703221835347654]",3
3311,NEKOR864981579,Lawyer/Accountant,4015,6078659,Occupational Loans,3513,292,12,3504,10,12,"[4015.0,6078659.0,292.0,3504.0,10.0,12.0]","[0.09283154342530657,2.444905821612718,0.06435794641561267,0.17208162334799215,3.153546993593705,1.1406443670695308]",3
3314,NEKOR220665038,Retired,15334,5792223,Personal loan,4089,113,17,1921,5,36,"[15334.0,5792223.0,113.0,1921.0,5.0,36.0]","[0.35454019598596537,2.3296980029277976,0.02490564364713778,0.09434041051697857,1.5767734967968525,3.4219331012085927]",3
3318,NEKOR092014757,Retired,27969,3420147,Occupational Loans,14043,1560,4,6240,0,9,"[27969.0,3420147.0,1560.0,6240.0,0.0,9.0]","[0.6466763233032129,1.375622042801097,0.3438301246861499,0.306446726510123,0.0,0.8554832753021482]",3
3321,NEKOR609291910,Teacher/Instructor,15450,4367330,Vehicle loan,14513,1612,3,4836,4,9,"[15450.0,4367330.0,1612.0,4836.0,4.0,9.0]","[0.35722225303137894,1.7565898238252668,0.35529112884235486,0.23749621304534532,1.261418797437482,0.8554832753021482]",3
3329,NEKOR263809344,Tour Guide,3906,3694801,Occupational Loans,3461,1153,3,3459,6,3,"[3906.0,3694801.0,1153.0,3459.0,6.0,3.0]","[0.09031133464987484,1.4860910070133055,0.2541257267712377,0.16987167099335182,1.8921281961562229,0.2851610917673827]",3
3353,NEKOR012824154,Judge/Attorney,9484,4199360,Personal loan,5174,1724,3,5172,5,3,"[9484.0,4199360.0,1724.0,5172.0,5.0,3.0]","[0.21928128464398694,1.6890303784185927,0.37997636856341177,0.25399719062665965,1.5767734967968525,0.2851610917673827]",3
3360,NEKOR929547460,Other,18433,4334758,Occupational Loans,17418,483,25,12075,6,36,"[18433.0,4334758.0,483.0,12075.0,6.0,36.0]","[0.426192737225075,1.7434889947737329,0.10645509629705793,0.5930038818284832,1.8921281961562229,3.4219331012085927]",3
3362,NEKOR494178259,Other,51945,4710178,Vehicle loan,28162,3129,9,28161,5,9,"[51945.0,4710178.0,3129.0,28161.0,5.0,9.0]","[1.2010297691724907,1.8944871908478746,0.6896438847070275,1.382988183533906,1.5767734967968525,0.8554832753021482]",3
3368,NEKOR438087845,Tour Guide,30965,3966270,Occupational Loans,12934,2155,5,10775,3,6,"[30965.0,3966270.0,2155.0,10775.0,3.0,6.0]","[0.7159473828554466,1.5952789279819573,0.47497046070426474,0.5291608138055409,0.9460640980781114,0.5703221835347654]",3
3371,NEKOR667567272,Judge/Attorney,35508,3773594,Personal loan,5507,305,11,3355,5,18,"[35508.0,3773594.0,305.0,3355.0,5.0,18.0]","[0.8209869100736702,1.5177824482345241,0.06722319745466392,0.16476422555151646,1.5767734967968525,1.7109665506042964]",3
3372,NEKOR132785896,Politician/Family Member or Close Asscociates,11478,4455080,Vehicle loan,6526,2175,3,6525,9,3,"[11478.0,4455080.0,2175.0,6525.0,9.0,3.0]","[0.2653849204073895,1.7918838723722434,0.479378539225882,0.32044309142284494,2.8381922942343345,0.2851610917673827]",3
3373,NEKOR948939374,Tour Guide,19012,4248235,Occupational Loans,15292,637,8,5096,8,24,"[19012.0,4248235.0,637.0,5096.0,8.0,24.0]","[0.43957990127071694,1.7086884595893448,0.14039730091351119,0.25026482664993377,2.522837594874964,2.2812887341390615]",3
3376,NEKOR330536735,Politician/Family Member or Close Asscociates,12039,3246674,Personal loan,8647,1441,5,7205,10,6,"[12039.0,3246674.0,1441.0,7205.0,10.0,6.0]","[0.27835590318736386,1.3058492281732945,0.3176020574825269,0.3538379270040763,3.153546993593705,0.5703221835347654]",3
3377,NEKOR825327088,Teacher/Instructor,9760,3898079,Vehicle loan,9463,788,12,9456,3,12,"[9760.0,3898079.0,788.0,9456.0,3.0,12.0]","[0.22566273071755721,1.5678517318056966,0.17367829375172186,0.4643846547884172,0.9460640980781114,1.1406443670695308]",3
3380,NEKOR901324322,Retired,38967,3258201,Occupational Loans,16206,1350,11,14850,2,12,"[38967.0,3258201.0,1350.0,14850.0,2.0,12.0]","[0.9009630766261323,1.3104855187442461,0.29754530020916814,0.7292842770313023,0.630709398718741,1.1406443670695308]",3
3381,NEKOR004719859,Street Vendor,20666,4063022,Personal loan,3495,145,10,1450,3,24,"[20666.0,4063022.0,145.0,1450.0,3.0,24.0]","[0.4778223353492866,1.6341936833667672,0.03195856928172547,0.07120957587174333,0.9460640980781114,2.2812887341390615]",3
3385,NEKOR850508615,Tour Guide,52823,4471975,Occupational Loans,26663,8887,3,26661,4,3,"[52823.0,4471975.0,8887.0,26661.0,4.0,3.0]","[1.2213301664645004,1.7986792336280972,1.95872969108065,1.3093231050458958,1.261418797437482,0.2851610917673827]",3
3387,NEKOR600192130,Street Vendor,16167,4218325,Personal loan,10014,278,17,4726,1,36,"[16167.0,4218325.0,278.0,4726.0,1.0,36.0]","[0.3738001401138061,1.6966583172299137,0.061272291450480555,0.2320941072895579,0.3153546993593705,3.4219331012085927]",3
3397,NEKOR699819985,Judge/Attorney,35971,3646655,Vehicle loan,29037,4839,5,24195,4,6,"[35971.0,3646655.0,4839.0,24195.0,4.0,6.0]","[0.8316920170738986,1.4667261379381749,1.0665345983053072,1.1882177160116068,1.261418797437482,0.5703221835347654]",3
3400,NEKOR387801405,Tour Guide,8844,3401740,Occupational Loans,7317,2439,3,7317,8,3,"[8844.0,3401740.0,2439.0,7317.0,8.0,3.0]","[0.20448372853136024,1.3682185379395109,0.5375651757112304,0.35933825286451443,2.522837594874964,0.2851610917673827]",3
3404,NEKOR964895640,Politician/Family Member or Close Asscociates,12546,5910513,Vehicle loan,9831,819,11,9009,4,12,"[12546.0,5910513.0,819.0,9009.0,4.0,12.0]","[0.2900783421703353,2.3772755870032607,0.18051081546022868,0.44243246139899006,1.261418797437482,1.1406443670695308]",3
3405,NEKOR553495186,Teacher/Instructor,32748,4043883,Occupational Loans,21636,3606,6,21636,9,6,"[32748.0,4043883.0,3606.0,21636.0,9.0,6.0]","[0.7571724493379676,1.6264957597754215,0.7947765574476002,1.062545092111061,2.8381922942343345,0.5703221835347654]",3
3407,NEKOR808663738,Other,24211,4596166,Occupational Loans,19264,2140,6,12840,5,9,"[24211.0,4596166.0,2140.0,12840.0,5.0,9.0]","[0.559786923504383,1.8486302670537105,0.47166440181305175,0.6305730718573684,1.5767734967968525,0.8554832753021482]",3
3408,NEKOR638847131,Retired,20047,5224977,Personal loan,8228,2742,3,8226,10,3,"[20047.0,5224977.0,2742.0,8226.0,10.0,3.0]","[0.46351032404660547,2.101545206778758,0.6043475653137327,0.40397929042824865,3.153546993593705,0.2851610917673827]",3
3424,NEKOR189712764,Teacher/Instructor,4282,3781837,Occupational Loans,3954,439,6,2634,1,9,"[4282.0,3781837.0,439.0,2634.0,1.0,9.0]","[0.09900489886604302,1.521097876635353,0.09675732354949987,0.12935587782494615,0.3153546993593705,0.8554832753021482]",3
3425,NEKOR765851823,Street Vendor,58992,4987901,Personal loan,26893,1120,12,13440,3,24,"[58992.0,4987901.0,1120.0,13440.0,3.0,24.0]","[1.3639647346813661,2.0061905417836234,0.24685239721056912,0.6600391032525726,0.9460640980781114,2.2812887341390615]",3
3426,NEKOR913121777,Politician/Family Member or Close Asscociates,8269,4235295,Vehicle loan,5851,487,10,4870,6,12,"[8269.0,4235295.0,487.0,4870.0,6.0,12.0]","[0.19118904921142219,1.7034838443392264,0.1073367120013814,0.2391659548244069,1.8921281961562229,1.1406443670695308]",3
3433,NEKOR367225049,Lawyer/Accountant,19294,5061572,Vehicle loan,9405,261,10,2610,8,36,"[19294.0,5061572.0,261.0,2610.0,8.0,36.0]","[0.4461000744328431,2.035821856319285,0.057525424707105845,0.128177236569138,2.522837594874964,3.4219331012085927]",3
3450,NEKOR906058274,Judge/Attorney,24733,3644252,Personal loan,23713,1976,5,9880,8,12,"[24733.0,3644252.0,1976.0,9880.0,8.0,12.0]","[0.5718561802087441,1.46575962399335,0.43551815793578985,0.4852073169743614,2.522837594874964,1.1406443670695308]",3
3459,NEKOR198506093,Politician/Family Member or Close Asscociates,5872,5965149,Personal loan,3842,426,7,2982,6,9,"[5872.0,5965149.0,426.0,2982.0,6.0,9.0]","[0.13576757733335,2.3992508079310397,0.09389207251044862,0.14644617603416454,1.8921281961562229,0.8554832753021482]",3
3466,NEKOR051261878,Business Owner/Personal Business,30346,4830844,Occupational Loans,17741,739,12,8868,6,24,"[30346.0,4830844.0,739.0,8868.0,6.0,24.0]","[0.7016353715527655,1.943020429160917,0.16287850137375945,0.4355079440211171,1.8921281961562229,2.2812887341390615]",3
3471,NEKOR114699981,Other,57698,3306493,Occupational Loans,40450,4494,3,13482,1,9,"[57698.0,3306493.0,4494.0,13482.0,1.0,9.0]","[1.334045925916149,1.3299091106807772,0.9904952438074086,0.6621017254502369,0.3153546993593705,0.8554832753021482]",3
3474,NEKOR015081988,Tour Guide,56155,4964991,Occupational Loans,22274,1237,16,19792,6,18,"[56155.0,4964991.0,1237.0,19792.0,6.0,18.0]","[1.2983699429758633,1.9969758790803616,0.2726396565620304,0.9719861556231337,1.8921281961562229,1.7109665506042964]",3
3478,NEKOR698882032,Business Owner/Personal Business,5099,4466984,Occupational Loans,4508,1502,3,4506,7,3,"[5099.0,4466984.0,1502.0,4506.0,7.0,3.0]","[0.11789490409106805,1.7966717966332488,0.3310466969734597,0.22128989577798305,2.2074828955155934,0.2851610917673827]",3
3481,NEKOR340011366,Other,24577,4735082,Vehicle loan,13716,571,3,1713,5,24,"[24577.0,4735082.0,571.0,1713.0,5.0,24.0]","[0.5682492759062914,1.9045038630417652,0.1258506417921741,0.0841255196333078,1.5767734967968525,2.2812887341390615]",3
3492,NEKOR220917009,Tour Guide,58419,3396872,Personal loan,22148,922,19,17518,10,24,"[58419.0,3396872.0,922.0,17518.0,10.0,24.0]","[1.3507162977242801,1.366260572944335,0.2032124198465578,0.86030989663531,3.153546993593705,2.2812887341390615]",3
3498,NEKOR163493092,Other,19793,4923321,Personal loan,17132,2855,3,8565,6,6,"[19793.0,4923321.0,2855.0,8565.0,6.0,6.0]","[0.45763754396440676,1.9802157308985666,0.6292532089608704,0.420627598166539,1.8921281961562229,0.5703221835347654]",3
3499,NEKOR912094788,Teacher/Instructor,13802,4679041,Personal loan,8565,951,6,5706,10,9,"[13802.0,4679041.0,951.0,5706.0,10.0,9.0]","[0.3191185460413652,1.881963535125855,0.2096041337029029,0.2802219585683913,3.153546993593705,0.8554832753021482]",3
3504,NEKOR484913641,Retired,19536,3695307,Occupational Loans,15095,628,12,7536,0,24,"[19536.0,3695307.0,628.0,7536.0,0.0,24.0]","[0.45169540033793004,1.4862945259713087,0.1384136655787834,0.37009335432376395,0.0,2.2812887341390615]",3
3510,NEKOR301434411,Lawyer/Accountant,18846,5438930,Personal loan,18046,501,19,9519,5,36,"[18846.0,5438930.0,501.0,9519.0,5.0,36.0]","[0.4357417851540044,2.1875995380468063,0.11042236696651352,0.4674785880849136,1.5767734967968525,3.4219331012085927]",3
3513,NEKOR336447507,Judge/Attorney,57750,3907743,Vehicle loan,36727,3060,9,27540,5,12,"[57750.0,3907743.0,3060.0,27540.0,5.0,12.0]","[1.3352482273503001,1.5717387025767278,0.6744360138074478,1.3524908410398697,1.5767734967968525,1.1406443670695308]",3
3514,NEKOR000069210,Other,9085,4932536,Occupational Loans,8738,728,7,5096,9,12,"[9085.0,4932536.0,728.0,5096.0,9.0,12.0]","[0.21005593325502123,1.9839221087602235,0.16045405818686995,0.25026482664993377,2.8381922942343345,1.1406443670695308]",3
3520,NEKOR119858672,Teacher/Instructor,15983,3748936,Occupational Loans,7503,312,15,4680,0,24,"[15983.0,3748936.0,312.0,4680.0,0.0,24.0]","[0.3695458427314259,1.5078647200399788,0.06876602493722997,0.22983504488259224,0.0,2.2812887341390615]",3
